"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"72","kenobi","[184,144,47,8,35,105,50,49,66,80]","[959,972,783,765,770,756,1012,317,312,27,151,158,124,210,591,639,645,670,655,411,406,464,491,471,503]"
"73","begins","[8]","[28]"
"74","high","[184,8]","[876,46,36]"
"75","engage","[8]","[38,40]"
"76","back","[184,47,8,35,66,80,105]","[935,915,815,377,41,38,99,151,152,148,144,466,455,517,558]"
"77","survive","[144,8]","[786,50]"
"78","jedi","[184,144,47,43,49,8,35,105,122,53,50,66,55,80]","[934,933,971,878,920,830,826,824,832,863,786,788,769,813,771,817,780,778,753,762,281,289,285,286,251,323,322,300,296,292,291,346,329,339,387,383,384,396,366,364,369,378,377,381,379,50,102,165,132,236,173,175,188,594,592,598,611,609,602,618,634,650,646,668,670,659,672,673,674,683,699,707,723,741,743,747,426,425,423,421,406,447,443,435,430,468,466,469,487,496,528,531,512,576,562,570]"
"79","hold","[184,43,8,144]","[952,263,52,81,77,741]"
"80","force","[184,47,49,8,35,105,144,55,80]","[935,940,969,966,845,1011,1016,284,319,353,357,392,390,381,55,208,202,188,588,595,594,593,598,596,612,701,723,438,439,494,538]"
"81","wrong","[184,47,49,8,105,80]","[904,923,273,386,385,56,585,636,527,557]"
"82","missiles","[8]","[62]"
"83","stand","[184,8,105,50]","[832,66,618,423]"
"84","buzz","[8,9]","[70,85]"
"85","move","[144,47,35,8,43,66,80,105]","[802,301,97,80,73,246,669,672,704,735,467,502,496,529]"
"86","mission","[144,8]","[776,74]"
"87","fire","[8,35]","[77,143]"
"88","watch","[184,8,105]","[1010,84,618]"
"89","center","[9]","[85]"
"90","great","[184,47,9,35,105,66,80]","[971,966,920,843,1003,323,87,125,598,460,499,498]"
"91","hangar","[35,9]","[102,88,144]"
"92","platform","[10,144,80]","[94,686,513]"
"93","dooku","[184,43,35,10,105,66]","[872,249,120,118,103,95,152,156,233,217,212,221,615,468,469,461]"
"94","sense","[184,144,47,10,35,80]","[950,778,1005,332,366,96,95,125,708,494,481,488]"
"95","situation","[184,47,35,144,53,50,55]","[878,325,335,101,712,426,418,436]"
"96","main","[47,35,50]","[315,102,415]"
"97","safe","[184,35,105,144,66]","[894,834,1004,1002,107,108,602,737,460,461]"
"98","drop","[35]","[113]"
"99","elevator","[35]","[115,144]"
"100","control","[184,47,43,35,105,144,80]","[907,812,291,285,251,366,115,242,594,651,712,496]"
"101","forward","[35]","[121]"
"102","moves","[35,144,105]","[124,710,533]"
"103","anger","[184,47,35,144]","[1003,349,125,722]"
"104","skywalker","[184,47,35,105,144,80]","[1011,317,299,305,354,125,630,697,521,517,531]"
"105","stop","[184,144,47,35,105,50,80]","[938,965,922,841,769,265,129,198,596,725,420,503,540,542]"
"106","alive","[184,144,35]","[962,896,766,130]"
"107","place","[184,144,47,35,105,80]","[959,874,801,346,345,130,627,498,578]"
"108","leave","[184,144,43,47,35,53,80,105]","[937,959,890,888,926,772,760,260,266,363,137,140,714,737,432,509,551,548]"
"109","late","[35,144,66]","[138,722,444]"
"110","senate","[184,144,47,43,35,105,50,53,66,80]","[878,829,826,831,802,812,813,274,286,287,285,255,254,263,343,344,372,148,642,646,669,420,430,472,496]"
"111","feet","[35,144,105]","[149,723,533]"
"112","return","[184,35,105,80]","[833,154,585,651,474]"
"113","council","[144,47,43,49,35,105,122,50,55,80]","[751,283,282,281,289,288,291,285,251,323,322,299,297,296,303,304,301,347,364,361,324,327,328,333,337,339,340,341,403,366,156,243,221,593,592,646,668,413,435,434,496,527,523,578,570]"
"114","lord","[184,144,43,49,47,35,105]","[949,950,965,842,846,870,873,803,776,821,998,1000,247,250,390,394,379,158,245,217,613,672,678,685,687,689,720,730]"
"115","comlink","[35]","[164]"
"116","grievous","[184,47,49,35,43,105,66,80]","[872,317,308,307,359,397,400,168,246,176,181,591,639,407,450,491,495]"
"117","afraid","[184,144,49,47,35,105]","[975,885,888,791,1003,394,377,381,168,641]"
"118","making","[35,47]","[180,282]"
"119","surface","[35]","[181,191]"
"120","massive","[35]","[182]"
"121","catches","[35]","[208]"
"122","palpatine","[184,144,47,43,49,35,105,66,80]","[938,878,846,793,794,798,802,1010,276,262,264,397,217,214,222,607,461,499,559]"
"123","heard","[184,144,35,80]","[942,890,787,219,744,521]"
"124","mere","[184,35]","[876,222]"
"125","child","[184,144,43,80,105]","[1010,758,240,234,507,578]"
"126","padme","[184,43,105,53,80]","[959,961,900,892,907,909,929,843,852,982,987,990,994,1002,235,625,430,508,513,540,543,537,576]"
"127","sidious","[184,43,105]","[935,930,842,245,613]"
"128","mustafar","[43,144,66]","[246,674,460]"
"129","powerful","[184,43,49,47,105,144]","[937,938,966,250,390,394,381,612,610,724]"
"130","republic","[184,144,47,43,105,66,80]","[891,890,833,834,802,808,752,283,251,260,295,292,307,346,339,366,372,626,642,651,644,645,655,670,460,485,576]"
"131","fight","[144,43]","[779,257,744]"
"132","senator","[184,144,43,47,105,122,53,50,80,66]","[895,862,866,765,808,815,818,258,265,266,263,600,668,740,427,422,488,484,485,472,476,480,538]"
"133","takes","[184,47,53]","[994,264,337,430]"
"134","heads","[47]","[268]"
"135","short","[184,47]","[936,272]"
"136","friend","[184,144,47,105,122,55]","[957,756,1014,276,346,602,663,670,439]"
"137","feel","[184,47,49,105,144,50]","[912,916,282,385,374,588,586,623,630,722,421]"
"138","dark","[184,144,47,49,105,80]","[933,941,940,844,843,783,793,798,801,284,329,392,390,379,381,590,597,596,612,619,672,700,708,701,494,498]"
"139","small","[55,47]","[440,289]"
"140","battles","[47]","[289]"
"141","speak","[184,47,105]","[876,293,329,369,636]"
"142","voice","[184,144,47]","[887,766,295]"
"143","eyes","[47,144,80,105]","[295,749,485,529]"
"144","order","[184,47,105,144,80]","[878,883,834,814,300,602,618,677,684,688,699,509,496,578,561]"
"145","line","[184,47,80,105]","[1011,310,498,531]"
"146","front","[47]","[310]"
"147","contact","[184,144,47,49,66,80]","[972,789,802,312,398,455,491]"
"148","wookiees","[144,47]","[785,318,313,319,734]"
"149","clones","[144,184,47,50,55]","[784,792,791,773,822,755,319,359,704,710,726,742,414,436]"
"150","yoda","[184,144,47,105,80]","[935,931,937,972,895,916,788,795,1010,319,634,499]"
"151","windu","[184,144,47,105,80]","[913,912,750,320,588,585,640,634,636,491,528,524,529,517,518,532,533,535,575,578,565,570]"
"152","happened","[184,144,47,49,105]","[974,903,800,813,754,995,750,323,325,393,698,711,719,555,554,569]"
"153","reason","[184,47]","[890,863,994,333]"
"154","office","[184,144,47,105,80]","[915,805,343,586,495]"
"155","chosen","[184,47,105]","[911,835,353,579]"
"156","closer","[47]","[359]"
"157","search","[184,47,105,144,66]","[946,368,622,710,450]"
"158","view","[47,105]","[379,598]"
"159","greater","[184,47,105,55]","[969,920,381,611,435]"
"160","darth","[184,144,49,105,122]","[938,930,921,804,388,390,616,667]"
"161","commander","[144,50,80]","[675,416,492]"
"162","makes","[184,144,55]","[955,771,435]"
"163","strong","[184,105,144,55,80]","[1011,982,594,672,435,515]"
"164","fighter","[66]","[455,443]"
"165","city","[66]","[450]"
"166","level","[184,66]","[822,453]"
"167","watches","[66]","[459]"
"168","escape","[144,66]","[785,718,461]"
"169","waiting","[66]","[462]"
"170","troops","[144,66]","[788,470]"
"171","secret","[184,105,80]","[852,813,602,519,577]"
"172","carefully","[80]","[528]"
"173","ignites","[184,105]","[937,938,530]"
"174","space","[105]","[533]"
"175","lightsaber","[144,105]","[681,538]"
"176","fighting","[184,105,144]","[924,591,707,744,540]"
"177","hallway","[105]","[594]"
"178","galactic","[184,105]","[881,834,628,642]"
"179","temple","[144]","[789,788,791,792,767,674,691,718,731,744]"
"180","continue","[184,144]","[835,683]"
"181","inside","[144]","[691,722]"
"182","chamber","[144]","[704]"
"183","bail","[184,144]","[884,839,874,740]"
"184","naboo","[184,144]","[894,757]"
"185","burning","[144]","[764]"
"186","koon","[144]","[779]"
"187","amedda","[184,144]","[948,810]"
"188","remaining","[184]","[830]"
"189","standing","[184]","[856]"
"190","federation","[184]","[872]"
"191","table","[184]","[885]"
"192","knocking","[184]","[935]"
"193","hand","[184]","[994]"
