"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"123","good","[28,25,72,67,55,48,51,134,101,118,180,172,meta: 165--168,141,136]","[183,163,500,484,446,443,307,312,282,296,798,607,702,1063,1062,1037,1008,919,915,886]"
"124","side","[25,34,127,134,meta: 96--100]","[164,216,730,810,596]"
"125","people","[34,32,35,62,125,134,118,117,180,146,139]","[211,200,226,384,723,817,823,780,701,694,695,1063,829,831,827,938,912]"
"126","steps","[49,32]","[285,200]"
"127","sergeant","[32]","[201]"
"128","main","[33,39,101,148,176]","[208,233,600,953,1050,1056,1054]"
"129","problem","[34,65,55,148,176,135]","[210,428,325,956,1050,867]"
"130","council","[34,134,125,181,135]","[218,793,795,713,1067,866,852,1068]"
"131","bibble","[34]","[222]"
"132","pilots","[148,51,35]","[959,296,223]"
"133","heads","[35]","[224]"
"134","taking","[35,63,meta: 162--165,181,152]","[226,387,998,1064,976]"
"135","tatooine","[44,42,63,39]","[268,258,259,386,236]"
"136","hutts","[51,39,42]","[299,242,239,241,259,238]"
"137","advantage","[39,135,149]","[242,873,967]"
"138","sith","[41,127,134,136,182]","[252,248,727,726,725,728,856,888,1072]"
"139","apprentice","[63,41,134,181,141,182]","[389,249,796,1068,846,919,1074,1073]"
"140","happen","[69,41,118,135,182]","[458,252,701,702,880,1070]"
"141","doubt","[69,41,134,113,182]","[462,253,746,690,1072]"
"142","artoo","[59,42,156,172,meta: 165--168,meta: 162--165,135]","[361,256,985,984,1038,1014,997,1002,1005,866]"
"143","agree","[42,127,156,181,146]","[259,732,978,1064,938,1068]"
"144","padme","[72,69,55,meta: 57--59,59,43,134,101]","[509,463,317,349,360,266,750,751,753,754,756,757,608]"
"145","watch","[60,51,134,84,103,135]","[374,293,780,564,649,867]"
"146","watto","[72,65,55,51,103]","[510,424,425,423,400,320,299,629,640]"
"147","anakin","[72,84,77,81,65,55,59,51,134,103,113,107,181,172,135]","[508,556,534,549,514,423,410,429,316,315,314,369,364,301,756,792,625,633,563,692,677,1067,1043,866,858,845]"
"148","strange","[51,72]","[302,303,500]"
"149","promise","[84,55,57,134,105,135,182]","[555,311,347,764,792,823,667,826,880,1071]"
"150","sebulba","[81,77,57,meta: 96--100,96,93]","[553,548,515,517,327,335,592,588,579]"
"151","fear","[57,134,181]","[339,810,812,1066,827]"
"152","annie","[72,70,84,77,57,59,134,103,102,101,118,104,109,105,156,150,139]","[485,489,478,557,534,469,467,348,346,351,359,754,630,619,645,635,640,563,605,699,703,662,661,652,678,673,980,970,910,912,908]"
"153","shmi","[59]","[370]"
"154","reply","[61]","[382,381]"
"155","stop","[77,63,125,103,172,meta: 168--172,134]","[529,389,723,645,1045,1017,835]"
"156","inside","[65,150,148,176,135]","[390,970,956,1052,870]"
"157","laws","[65,125,134]","[395,720,772]"
"158","laser","[65]","[407]"
"159","central","[meta: 165--168,65]","[1011,413]"
"160","entry","[67,81]","[441,449,448,549]"
"161","ride","[67]","[444]"
"162","appears","[149,69]","[964,458]"
"163","kitster","[69,72]","[463,508,509]"
"164","energy","[156,70]","[989,470]"
"165","huge","[121,72]","[707,507]"
"166","mother","[72,77,134,103,118]","[508,527,520,521,806,640,705]"
"167","stands","[72]","[508]"
"168","blue","[77]","[527,512]"
"169","stops","[77]","[519]"
"170","honor","[81,134,125,146]","[552,775,713,709,938,935]"
"171","walk","[84]","[560]"
"172","begin","[134,84,117]","[789,562,696]"
"173","start","[134,101,87,96]","[758,610,572,588]"
"174","engines","[87]","[572]"
"175","catch","[137,89]","[892,575]"
"176","ramp","[96]","[589]"
"177","incredible","[134,meta: 96--100]","[773,593]"
"178","shoulder","[meta: 96--100]","[597]"
"179","crowd","[meta: 96--100]","[598]"
"180","probe","[105]","[675]"
"181","troops","[149,117]","[964,696]"
"182","capital","[118,121]","[703,706]"
"183","dark","[127,134]","[730,810,856]"
"184","moves","[134]","[762,786]"
"185","body","[134]","[780]"
"186","floor","[134]","[785]"
"187","grand","[134,148]","[821,947]"
"188","guard","[148]","[952]"
"189","room","[148,156]","[956,977]"
"190","cockpit","[meta: 165--168,156]","[1006,982]"
"191","hundreds","[172]","[1030]"
