DIALOGUE ID,START TIME,END TIME
"185","00:21:11","00:21:13"
"186","00:21:11","00:21:13"
"187","00:21:11","00:21:13"
"188","00:21:11","00:21:13"
"189","00:21:11","00:21:13"
"190","00:21:11","00:21:13"
"191","00:21:11","00:21:13"
"192","00:21:11","00:21:13"
"193","00:21:11","00:21:13"
"194","00:21:11","00:21:13"
"195","00:21:11","00:21:13"
"196","00:21:11","00:21:13"
"197","00:21:11","00:21:13"
"198","00:21:38","00:21:45"
"199","00:21:45","00:21:49"
"200","00:21:45","00:21:56"
"201","00:21:58","00:22:00"
"202","00:23:02","00:23:05"
"203","00:23:06","00:23:09"
"204","00:23:06","00:23:09"
"205","00:23:11","00:23:15"
"206","00:23:15","00:23:17"
"207","00:23:17","00:23:21"
"208","00:23:17","00:23:21"
"209","00:23:26","00:23:29"
"210","00:23:26","00:23:33"
"211","00:23:33","00:23:36"
"212","00:23:33","00:23:36"
"213","00:23:36","00:23:39"
"214","00:23:39","00:23:42"
"215","00:23:41","00:23:49"
"216","00:23:49","00:23:54"
"217","00:23:51","00:23:54"
"218","00:23:51","00:23:54"
"219","00:23:54","00:23:58"
"220","00:23:58","00:24:00"
"221","00:23:58","00:24:00"
"222","00:23:58","00:24:09"
"223","00:24:18","00:24:20"
"224","00:24:18","00:24:20"
"225","00:24:18","00:24:20"
"226","00:24:28","00:24:31"
"227","00:24:37","00:24:39"
"228","00:24:37","00:24:39"
"229","00:24:37","00:24:39"
"230","00:24:37","00:24:39"
"231","00:24:37","00:24:39"
"232","00:24:37","00:24:39"
"233","00:26:24","00:26:25"
"234","00:26:43","00:26:47"
"235","00:26:47","00:26:50"
"236","00:26:50","00:26:56"
"237","00:26:54","00:26:56"
"238","00:26:58","00:27:00"
"239","00:27:00","00:27:03"
"240","00:27:00","00:27:03"
"241","00:27:00","00:27:03"
"242","00:27:00","00:27:12"
"243","00:27:10","00:27:12"
"244","00:27:10","00:27:20"
"245","00:27:20","00:27:23"
"246","00:27:28","00:27:31"
"247","00:27:28","00:27:31"
"248","00:27:38","00:27:40"
"249","00:27:41","00:27:49"
"250","00:27:46","00:27:49"
"251","00:27:46","00:27:49"
"252","00:27:58","00:28:01"
"253","00:27:58","00:28:01"
"254","00:27:58","00:28:01"
"255","00:28:06","00:28:10"
"256","00:28:27","00:28:28"
"257","00:28:30","00:28:34"
"258","00:28:32","00:28:48"
"259","00:28:45","00:28:51"
"260","00:28:51","00:28:54"
"261","00:28:51","00:28:54"
"262","00:28:51","00:28:54"
"263","00:28:51","00:28:54"
"264","00:28:51","00:28:54"
"265","00:28:51","00:28:54"
"266","00:29:03","00:29:10"
"267","00:29:16","00:29:30"
"268","00:29:36","00:29:39"
"269","00:29:36","00:29:39"
"270","00:29:39","00:29:44"
"271","00:29:39","00:29:44"
"272","00:29:39","00:29:44"
"273","00:30:01","00:30:04"
"274","00:30:10","00:30:12"
"275","00:30:10","00:30:12"
"276","00:30:10","00:30:12"
"277","00:30:28","00:30:31"
"278","00:30:31","00:30:37"
"279","00:30:37","00:30:39"
"280","00:30:37","00:30:39"
"281","00:30:37","00:30:39"
"282","00:30:37","00:30:47"
"283","00:31:00","00:31:13"
"284","00:31:13","00:31:15"
"285","00:31:16","00:31:19"
"286","00:31:35","00:31:37"
"287","00:31:47","00:31:48"
"288","00:31:48","00:31:51"
"289","00:31:51","00:31:58"
"290","00:31:56","00:31:58"
"291","00:32:03","00:32:04"
"292","00:32:03","00:32:04"
"293","00:32:03","00:32:09"
"294","00:32:29","00:32:32"
"295","00:32:29","00:32:32"
"296","00:32:32","00:32:39"
"297","00:32:36","00:32:39"
"298","00:32:43","00:32:46"
"299","00:33:01","00:33:05"
"300","00:33:01","00:33:05"
"301","00:33:01","00:33:05"
"302","00:33:01","00:33:05"
"303","00:33:01","00:33:05"
"304","00:33:01","00:33:05"
"305","00:33:01","00:33:05"
"306","00:33:57","00:33:59"
"307","00:33:59","00:34:04"
"308","00:34:04","00:34:07"
"309","00:34:04","00:34:07"
"310","00:34:04","00:34:07"
"311","00:34:13","00:34:31"
"312","00:34:38","00:34:42"
"313","00:34:38","00:34:42"
"314","00:34:38","00:34:42"
"315","00:34:38","00:34:42"
"316","00:34:38","00:34:42"
"317","00:34:38","00:34:42"
"318","00:34:53","00:34:55"
"319","00:34:53","00:34:55"
"320","00:35:08","00:35:12"
"321","00:35:10","00:35:12"
"322","00:35:23","00:35:25"
"323","00:35:31","00:35:34"
"324","00:35:38","00:35:41"
"325","00:35:44","00:35:47"
"326","00:35:44","00:35:47"
"327","00:35:44","00:36:20"
"328","00:36:19","00:36:20"
"329","00:36:19","00:36:20"
"330","00:36:19","00:36:20"
"331","00:36:19","00:36:20"
"332","00:36:19","00:36:34"
"333","00:36:31","00:36:42"
"334","00:36:42","00:36:45"
"335","00:36:42","00:36:53"
"336","00:36:51","00:36:53"
"337","00:37:00","00:37:06"
"338","00:37:04","00:37:06"
"339","00:37:04","00:37:06"
"340","00:37:04","00:37:06"
"341","00:37:04","00:37:06"
"342","00:37:04","00:37:06"
"343","00:37:21","00:37:23"
"344","00:37:25","00:37:27"
"345","00:37:25","00:37:27"
"346","00:37:25","00:37:27"
"347","00:37:25","00:37:27"
"348","00:37:25","00:37:27"
"349","00:37:35","00:37:37"
"350","00:37:35","00:37:37"
"351","00:37:35","00:37:48"
"352","00:37:48","00:37:51"
"353","00:37:48","00:37:51"
"354","00:37:48","00:37:51"
"355","00:37:51","00:37:54"
"356","00:37:54","00:38:00"
"357","00:38:17","00:38:19"
"358","00:38:17","00:38:19"
"359","00:38:17","00:38:19"
"360","00:38:23","00:38:25"
"361","00:38:25","00:38:29"
"362","00:38:25","00:38:29"
"363","00:38:25","00:38:29"
"364","00:38:25","00:38:29"
"365","00:38:25","00:38:29"
"366","00:38:29","00:38:31"
"367","00:38:29","00:38:31"
"368","00:38:29","00:38:31"
"369","00:38:29","00:38:31"
"370","00:38:29","00:38:31"
"371","00:38:29","00:38:31"
"372","00:38:43","00:38:46"
"373","00:38:46","00:38:48"
"374","00:38:51","00:38:54"
"375","00:39:05","00:39:09"
"376","00:39:11","00:39:13"
"377","00:39:13","00:39:17"
"378","00:39:34","00:39:38"
"379","00:39:39","00:39:42"
"380","00:39:39","00:39:52"
"381","00:39:54","00:39:57"
"382","00:39:54","00:39:57"
"383","00:40:01","00:40:04"
"384","00:40:01","00:40:04"
"385","00:40:08","00:40:11"
"386","00:40:25","00:40:30"
"387","00:40:30","00:40:32"
"388","00:40:37","00:40:41"
"389","00:40:41","00:40:47"
"390","00:40:52","00:40:56"
"391","00:40:57","00:41:00"
"392","00:41:00","00:41:03"
"393","00:41:00","00:41:03"
"394","00:41:00","00:41:03"
"395","00:41:06","00:41:11"
"396","00:41:11","00:41:13"
"397","00:41:20","00:41:22"
"398","00:41:20","00:41:22"
"399","00:41:28","00:41:30"
"400","00:41:28","00:41:30"
"401","00:41:30","00:41:33"
"402","00:41:30","00:41:33"
"403","00:41:30","00:41:33"
"404","00:41:30","00:41:33"
"405","00:41:41","00:41:43"
"406","00:41:46","00:41:49"
"407","00:41:46","00:41:49"
"408","00:41:52","00:41:56"
"409","00:41:56","00:41:57"
"410","00:42:00","00:42:05"
"411","00:42:08","00:42:11"
"412","00:42:12","00:42:16"
"413","00:42:21","00:42:27"
"414","00:42:29","00:42:32"
"415","00:42:32","00:42:36"
"416","00:42:37","00:42:40"
"417","00:42:40","00:42:42"
"418","00:42:40","00:42:42"
"419","00:42:48","00:42:51"
"420","00:42:51","00:42:56"
"421","00:42:56","00:42:57"
"422","00:43:00","00:43:03"
"423","00:43:07","00:43:12"
"424","00:43:07","00:43:14"
"425","00:43:16","00:43:18"
"426","00:43:20","00:43:26"
"427","00:43:29","00:43:31"
"428","00:43:29","00:43:48"
"429","00:43:43","00:43:48"
"430","00:43:52","00:43:55"
"431","00:44:00","00:44:07"
"432","00:44:02","00:44:07"
"433","00:44:23","00:44:25"
"434","00:44:30","00:44:32"
"435","00:44:33","00:44:35"
"436","00:44:33","00:44:35"
"437","00:44:33","00:44:35"
"438","00:44:33","00:44:35"
"439","00:44:33","00:44:35"
"440","00:44:36","00:44:40"
"441","00:44:44","00:44:46"
"442","00:44:44","00:44:46"
"443","00:44:51","00:44:54"
"444","00:44:55","00:45:01"
"445","00:45:01","00:45:03"
"446","00:45:10","00:45:12"
"447","00:45:15","00:45:18"
"448","00:45:20","00:45:30"
"449","00:45:36","00:45:47"
"450","00:45:52","00:45:54"
"451","00:45:52","00:45:54"
"452","00:46:18","00:46:21"
"453","00:46:27","00:46:30"
"454","00:46:41","00:46:44"
"455","00:46:47","00:46:50"
"456","00:46:52","00:46:54"
"457","00:46:55","00:46:57"
"458","00:46:57","00:46:59"
"459","00:47:04","00:47:07"
"460","00:47:13","00:47:19"
"461","00:47:22","00:47:23"
"462","00:47:22","00:47:23"
"463","00:47:22","00:47:23"
"464","00:47:22","00:47:23"
"465","00:48:00","00:48:04"
"466","00:48:07","00:48:09"
"467","00:48:07","00:48:09"
"468","00:48:12","00:48:15"
"469","00:48:12","00:48:15"
"470","00:48:29","00:48:32"
"471","00:48:29","00:48:32"
"472","00:48:32","00:48:35"
"473","00:48:32","00:48:35"
"474","00:48:32","00:48:35"
"475","00:48:32","00:48:35"
"476","00:48:32","00:48:35"
"477","00:49:06","00:49:08"
"478","00:49:06","00:49:08"
"479","00:50:02","00:50:06"
"480","00:50:06","00:50:08"
"481","00:50:08","00:50:10"
"482","00:50:12","00:50:13"
"483","00:50:12","00:50:13"
"484","00:50:20","00:50:23"
"485","00:50:20","00:50:23"
"486","00:50:20","00:50:23"
"487","00:50:20","00:50:23"
"488","00:50:20","00:50:23"
"489","00:50:23","00:50:26"
"490","00:50:29","00:50:31"
"491","00:50:38","00:50:40"
"492","00:50:38","00:50:40"
"493","00:50:38","00:50:40"
"494","00:50:43","00:50:45"
"495","00:50:46","00:50:48"
"496","00:50:46","00:50:48"
"497","00:50:46","00:50:48"
"498","00:50:46","00:50:48"
"499","00:50:46","00:50:48"
"500","00:50:46","00:50:48"
"501","00:50:46","00:50:48"
"502","00:50:46","00:50:48"
"503","00:51:00","00:51:01"
"504","00:51:02","00:51:04"
"505","00:51:04","00:51:06"
"506","00:51:04","00:51:06"
"507","00:51:04","00:51:06"
"508","00:51:04","00:51:06"
"509","00:51:04","00:51:06"
"510","00:51:04","00:51:06"
"511","00:52:16","00:52:19"
"512","00:52:21","00:52:25"
"513","00:52:25","00:52:29"
"514","00:52:25","00:52:29"
"515","00:52:33","00:52:41"
"516","00:52:39","00:52:41"
"517","00:52:54","00:52:56"
"518","00:52:54","00:52:56"
"519","00:53:02","00:53:05"
"520","00:53:06","00:53:09"
"521","00:53:06","00:53:09"
"522","00:53:06","00:53:09"
"523","00:53:06","00:53:09"
"524","00:53:06","00:53:09"
"525","00:53:11","00:53:15"
"526","00:53:16","00:53:18"
"527","00:53:16","00:53:18"
"528","00:53:47","00:53:54"
"529","00:53:52","00:54:09"
"530","00:54:04","00:54:09"
"531","00:54:13","00:54:15"
"532","00:54:19","00:54:21"
"533","00:54:23","00:54:27"
"534","00:54:23","00:54:27"
"535","00:54:31","00:54:32"
"536","00:54:32","00:54:35"
"537","00:54:35","00:54:37"
"538","00:54:35","00:54:37"
"539","00:54:35","00:54:37"
"540","00:54:42","00:54:45"
"541","00:54:45","00:54:47"
"542","00:54:45","00:54:47"
"543","00:55:19","00:55:27"
"544","00:55:24","00:55:27"
"545","00:55:24","00:55:27"
"546","00:55:24","00:55:27"
"547","00:55:38","00:55:40"
"548","00:55:43","00:55:45"
"549","00:55:43","00:55:45"
"550","00:55:43","00:55:45"
"551","00:55:43","00:55:45"
"552","00:55:43","00:55:45"
"553","00:55:43","00:55:45"
"554","00:57:03","00:57:05"
"555","00:57:05","00:57:07"
"556","00:57:05","00:57:07"
"557","00:57:05","00:57:07"
"558","00:57:05","00:57:07"
"559","00:57:05","00:57:07"
"560","00:57:05","00:57:26"
"561","00:57:23","00:57:26"
"562","00:57:23","00:57:26"
"563","00:57:23","00:57:58"
"564","00:57:55","00:57:58"
"565","00:57:55","00:57:58"
"566","00:58:38","00:58:41"
"567","00:58:38","00:58:41"
"568","00:58:42","00:58:44"
"569","00:58:46","00:58:49"
"570","00:58:49","00:58:52"
"571","00:58:54","00:58:56"
"572","00:58:57","00:58:59"
"573","00:58:57","00:58:59"
"574","01:00:09","01:00:12"
"575","01:00:36","01:00:42"
"576","01:01:56","01:02:01"
"577","01:01:56","01:02:01"
"578","01:02:12","01:02:16"
"579","01:02:12","01:02:16"
"580","01:02:12","01:02:16"
"581","01:02:12","01:02:16"
"582","01:05:35","01:05:36"
"583","01:05:35","01:05:36"
"584","01:05:35","01:05:36"
"585","01:05:35","01:05:36"
"586","01:05:35","01:05:36"
"587","01:05:35","01:05:36"
"588","01:05:36","01:05:43"
"589","01:06:11","01:06:13"
"590","01:06:11","01:06:13"
"591","01:06:38","01:06:43"
"592","01:08:22","01:08:24"
"593","01:08:22","01:08:24"
"594","01:08:57","01:09:00"
"595","01:08:57","01:09:00"
"596","01:09:01","01:09:02"
"597","01:09:01","01:09:02"
"598","01:09:01","01:09:02"
"599","01:09:01","01:10:43"
"600","01:10:45","01:10:52"
"601","01:10:55","01:10:58"
"602","01:10:55","01:10:58"
"603","01:11:09","01:11:11"
"604","01:11:09","01:11:11"
"605","01:11:09","01:11:11"
"606","01:11:09","01:11:11"
"607","01:11:09","01:11:11"
"608","01:11:09","01:11:11"
"609","01:11:09","01:11:11"
"610","01:11:33","01:11:35"
"611","01:11:33","01:11:35"
"612","01:11:33","01:11:35"
"613","01:11:33","01:11:35"
"614","01:11:33","01:11:35"
"615","01:11:33","01:11:35"
"616","01:11:33","01:11:35"
"617","01:11:33","01:11:35"
"618","01:11:49","01:11:50"
"619","01:11:49","01:11:50"
"620","01:11:49","01:11:50"
"621","01:11:49","01:11:50"
"622","01:11:49","01:11:50"
"623","01:11:51","01:11:54"
"624","01:11:51","01:11:54"
"625","01:11:57","01:12:00"
"626","01:11:57","01:12:00"
"627","01:12:00","01:12:02"
"628","01:12:03","01:12:05"
"629","01:12:03","01:12:05"
"630","01:12:06","01:12:17"
"631","01:12:18","01:12:21"
"632","01:12:18","01:12:21"
"633","01:12:31","01:12:37"
"634","01:12:37","01:12:40"
"635","01:12:37","01:12:51"
"636","01:12:49","01:12:51"
"637","01:12:59","01:13:02"
"638","01:12:59","01:13:02"
"639","01:12:59","01:13:22"
"640","01:13:20","01:13:22"
"641","01:13:20","01:13:22"
"642","01:13:20","01:13:22"
"643","01:13:20","01:13:22"
"644","01:13:37","01:13:39"
"645","01:13:39","01:13:45"
"646","01:13:41","01:13:45"
"647","01:13:46","01:13:48"
"648","01:14:01","01:14:02"
"649","01:14:02","01:14:05"
"650","01:14:02","01:14:05"
"651","01:14:02","01:14:05"
"652","01:14:23","01:14:30"
"653","01:14:30","01:14:36"
"654","01:14:44","01:14:45"
"655","01:14:44","01:14:45"
"656","01:14:44","01:14:45"
"657","01:14:44","01:14:45"
"658","01:14:44","01:14:45"
"659","01:14:44","01:14:45"
"660","01:14:44","01:14:45"
"661","01:14:44","01:14:45"
"662","01:14:44","01:14:45"
"663","01:15:19","01:15:21"
"664","01:15:23","01:15:25"
"665","01:15:23","01:15:25"
"666","01:15:34","01:15:37"
"667","01:15:39","01:15:42"
"668","01:15:52","01:15:55"
"669","01:15:52","01:15:55"
"670","01:15:52","01:15:55"
"671","01:15:52","01:15:55"
"672","01:15:52","01:15:55"
"673","01:15:52","01:15:55"
"674","01:15:52","01:15:55"
"675","01:15:52","01:15:55"
"676","01:16:51","01:16:52"
"677","01:16:51","01:16:52"
"678","01:17:10","01:17:11"
"679","01:17:10","01:17:11"
"680","01:17:10","01:17:11"
"681","01:17:10","01:17:11"
"682","01:17:10","01:17:11"
"683","01:17:10","01:17:11"
"684","01:17:12","01:17:14"
"685","01:17:35","01:17:38"
"686","01:17:35","01:17:38"
"687","01:17:39","01:17:40"
"688","01:17:39","01:17:47"
"689","01:17:45","01:17:47"
"690","01:17:45","01:17:47"
"691","01:17:45","01:17:47"
"692","01:17:54","01:17:55"
"693","01:17:59","01:18:02"
"694","01:17:59","01:18:13"
"695","01:18:18","01:18:23"
"696","01:18:29","01:18:34"
"697","01:18:31","01:18:34"
"698","01:19:13","01:19:15"
"699","01:19:25","01:19:28"
"700","01:19:30","01:19:32"
"701","01:19:30","01:19:32"
"702","01:19:30","01:19:59"
"703","01:19:56","01:20:13"
"704","01:20:16","01:20:19"
"705","01:20:19","01:20:21"
"706","01:20:40","01:20:44"
"707","01:20:40","01:20:44"
"708","01:21:19","01:21:22"
"709","01:21:19","01:21:40"
"710","01:21:44","01:21:47"
"711","01:21:47","01:21:52"
"712","01:22:17","01:22:20"
"713","01:22:17","01:22:20"
"714","01:22:17","01:22:20"
"715","01:22:17","01:22:20"
"716","01:22:17","01:23:14"
"717","01:23:11","01:23:14"
"718","01:23:17","01:23:29"
"719","01:23:25","01:23:29"
"720","01:23:25","01:23:46"
"721","01:23:46","01:23:48"
"722","01:23:46","01:23:48"
"723","01:23:54","01:24:04"
"724","01:24:04","01:24:09"
"725","01:24:26","01:24:30"
"726","01:24:26","01:24:30"
"727","01:24:30","01:24:31"
"728","01:24:30","01:24:31"
"729","01:24:30","01:24:31"
"730","01:24:39","01:24:41"
"731","01:24:39","01:24:41"
"732","01:24:39","01:24:41"
"733","01:24:39","01:24:41"
"734","01:24:41","01:24:48"
"735","01:34:40","01:34:42"
"736","01:34:40","01:34:42"
"737","01:34:40","01:34:42"
"738","01:34:40","01:34:42"
"739","01:34:40","01:34:42"
"740","01:34:40","01:34:42"
"741","01:34:40","01:34:42"
"742","01:34:40","01:34:42"
"743","01:34:40","01:34:42"
"744","01:34:40","01:34:42"
"745","01:34:40","01:34:42"
"746","01:34:40","01:34:42"
"747","01:34:40","01:34:42"
"748","01:34:40","01:34:42"
"749","01:34:40","01:34:42"
"750","01:34:40","01:34:42"
"751","01:34:40","01:34:42"
"752","01:34:40","01:34:42"
"753","01:34:40","01:34:42"
"754","01:34:40","01:34:42"
"755","01:34:40","01:34:42"
"756","01:34:40","01:34:42"
"757","01:34:40","01:34:42"
"758","01:34:40","01:34:42"
"759","01:34:40","01:34:42"
"760","01:34:40","01:34:42"
"761","01:34:40","01:34:42"
"762","01:34:40","01:34:42"
"763","01:34:40","01:34:42"
"764","01:34:40","01:34:42"
"765","01:34:40","01:34:42"
"766","01:34:40","01:34:42"
"767","01:34:40","01:34:42"
"768","01:34:40","01:34:42"
"769","01:34:40","01:34:42"
"770","01:34:40","01:34:42"
"771","01:34:40","01:34:42"
"772","01:34:40","01:34:42"
"773","01:34:40","01:34:42"
"774","01:34:40","01:34:42"
"775","01:34:40","01:34:42"
"776","01:34:40","01:34:42"
"777","01:34:40","01:34:42"
"778","01:34:40","01:34:42"
"779","01:34:40","01:34:42"
"780","01:34:40","01:34:42"
"781","01:34:40","01:34:42"
"782","01:34:40","01:34:42"
"783","01:34:40","01:34:42"
"784","01:34:40","01:34:42"
"785","01:34:40","01:34:42"
"786","01:34:40","01:34:42"
"787","01:34:40","01:34:42"
"788","01:34:40","01:34:42"
"789","01:34:40","01:34:42"
"790","01:34:40","01:34:42"
"791","01:34:40","01:34:42"
"792","01:34:40","01:34:42"
"793","01:34:40","01:34:42"
"794","01:34:40","01:34:42"
"795","01:34:40","01:34:42"
"796","01:34:40","01:34:42"
"797","01:34:40","01:34:42"
"798","01:34:40","01:34:42"
"799","01:34:40","01:34:42"
"800","01:34:40","01:34:42"
"801","01:34:40","01:34:42"
"802","01:34:40","01:34:42"
"803","01:34:40","01:34:42"
"804","01:34:40","01:34:42"
"805","01:34:40","01:34:42"
"806","01:34:40","01:34:42"
"807","01:34:40","01:34:42"
"808","01:34:40","01:34:42"
"809","01:34:40","01:34:42"
"810","01:34:40","01:34:42"
"811","01:34:40","01:34:42"
"812","01:34:40","01:34:42"
"813","01:34:40","01:34:42"
"814","01:34:40","01:34:42"
"815","01:34:40","01:34:42"
"816","01:34:40","01:34:42"
"817","01:34:40","01:34:42"
"818","01:34:40","01:34:42"
"819","01:34:40","01:34:42"
"820","01:34:40","01:34:42"
"821","01:34:40","01:34:42"
"822","01:34:40","01:34:42"
"823","01:34:40","01:34:42"
"824","01:34:40","01:34:42"
"825","01:34:40","01:34:42"
"826","01:34:40","01:34:42"
"827","01:34:40","01:34:42"
"828","01:34:40","01:34:42"
"829","01:34:40","01:34:42"
"830","01:34:40","01:34:42"
"831","01:34:40","01:34:42"
"832","01:34:40","01:34:42"
"833","01:34:40","01:34:42"
"834","01:34:40","01:34:42"
"835","01:34:40","01:34:42"
"836","01:34:40","01:34:42"
"837","01:34:40","01:34:42"
"838","01:34:40","01:34:42"
"839","01:34:40","01:34:42"
"840","01:34:40","01:34:42"
"841","01:34:40","01:34:42"
"842","01:34:40","01:34:42"
"843","01:34:40","01:34:42"
"844","01:34:40","01:34:42"
"845","01:34:40","01:34:42"
"846","01:34:40","01:34:42"
"847","01:34:40","01:34:42"
"848","01:34:40","01:34:42"
"849","01:34:40","01:34:42"
"850","01:34:40","01:34:42"
"851","01:34:40","01:34:42"
"852","01:34:40","01:34:42"
"853","01:34:40","01:34:42"
"854","01:34:40","01:34:42"
"855","01:34:40","01:34:42"
"856","01:34:40","01:34:42"
"857","01:34:40","01:34:42"
"858","01:34:40","01:34:42"
"859","01:34:40","01:34:42"
"860","01:34:40","01:34:42"
"861","01:34:40","01:34:42"
"862","01:34:40","01:34:42"
"863","01:34:40","01:34:42"
"864","01:34:58","01:35:00"
"865","01:35:00","01:35:03"
"866","01:35:00","01:35:12"
"867","01:35:18","01:35:34"
"868","01:35:37","01:35:39"
"869","01:35:47","01:35:50"
"870","01:35:47","01:35:50"
"871","01:35:57","01:36:00"
"872","01:35:57","01:36:00"
