SOURCE NODE ID,TARGET NODE ID,SCENE ID
"1","192","1"
"1","194","4"
"1","195","11"
"1","195","9"
"1","197","10"
"1","198","12"
"1","201","141"
"1","203","18"
"1","204","144"
"1","207","22"
"1","209","26"
"1","209","24"
"1","211","28"
"1","216","33"
"1","217","35"
"1","217","34"
"1","219","109"
"1","220","39"
"1","222","42"
"1","223","47"
"1","224","44"
"1","226","101"
"1","226","107"
"1","227","48"
"1","228","49"
"1","229","66"
"1","229","50"
"1","230","51"
"1","230","67"
"1","233","55"
"1","234","57"
"1","236","59"
"1","236","65"
"1","236","62"
"1","236","103"
"1","240","68"
"1","241","69"
"1","242","70"
"1","243","72"
"1","247","77"
"1","252","84"
"1","253","86"
"1","258","102"
"1","260","105"
"1","261","113"
"1","270","125"
"1","272","127"
"1","279","134"
"1","280","135"
"1","282","138"
"1","287","148"
"1","289","150"
"1","290","156"
"1","302","172"
"2","192","1"
"3","192","1"
"3","193","3"
"4","193","3"
"4","194","4"
"4","195","5"
"4","196","6"
"5","193","3"
"6","194","4"
"6","195","9"
"6","197","10"
"6","198","12"
"6","201","141"
"6","203","18"
"6","204","19"
"6","204","144"
"6","207","22"
"6","209","24"
"6","209","26"
"6","211","28"
"6","217","35"
"6","219","109"
"6","220","39"
"6","222","61"
"6","223","47"
"6","224","44"
"6","226","101"
"6","233","55"
"6","234","57"
"6","236","62"
"6","240","68"
"6","243","72"
"6","261","113"
"6","279","134"
"6","280","135"
"6","282","138"
"6","283","139"
"6","287","148"
"6","302","172"
"6","307","181"
"6","308","182"
"7","194","41"
"7","195","9"
"7","195","7"
"7","195","13"
"7","195","25"
"7","195","5"
"7","196","6"
"7","199","147"
"7","202","17"
"7","211","28"
"7","215","152"
"7","215","32"
"7","220","39"
"7","265","136"
"7","265","117"
"7","280","135"
"7","288","149"
"7","302","172"
"8","195","5"
"8","305","176"
"9","196","6"
"10","194","41"
"10","195","13"
"10","195","11"
"10","195","9"
"10","195","7"
"10","195","25"
"10","202","17"
"10","215","152"
"10","265","136"
"11","195","9"
"12","195","11"
"12","195","13"
"12","305","176"
"13","194","41"
"13","195","13"
"13","199","14"
"13","204","144"
"13","215","32"
"13","217","34"
"13","222","42"
"13","247","77"
"13","270","125"
"13","279","134"
"13","280","135"
"13","282","138"
"13","286","146"
"13","306","180"
"14","194","41"
"14","195","25"
"14","199","14"
"14","199","147"
"14","238","63"
"14","265","136"
"14","268","123"
"14","270","125"
"14","279","134"
"14","280","135"
"14","287","148"
"14","288","149"
"14","306","180"
"15","194","41"
"15","199","14"
"15","204","144"
"15","216","33"
"15","217","34"
"15","217","35"
"15","219","109"
"15","220","39"
"15","222","42"
"15","227","48"
"15","234","57"
"15","279","134"
"15","282","138"
"15","283","139"
"15","287","148"
"15","306","180"
"16","199","14"
"16","211","28"
"16","216","33"
"16","217","34"
"16","222","61"
"16","256","96"
"16","265","117"
"17","202","17"
"17","215","32"
"17","265","117"
"17","288","149"
"18","201","141"
"18","203","18"
"18","204","144"
"18","204","19"
"18","206","21"
"18","207","22"
"18","209","26"
"18","209","24"
"18","211","28"
"18","216","33"
"18","217","35"
"18","222","42"
"18","223","47"
"18","223","43"
"18","224","44"
"18","228","49"
"18","233","55"
"18","234","57"
"18","236","65"
"18","236","59"
"18","242","70"
"18","252","84"
"18","253","93"
"18","254","90"
"18","270","125"
"18","279","134"
"18","280","135"
"18","282","138"
"18","287","148"
"18","305","176"
"19","204","144"
"19","206","21"
"20","204","144"
"20","206","21"
"20","207","22"
"20","286","146"
"20","287","148"
"21","211","28"
"22","217","34"
"22","219","109"
"22","222","42"
"22","223","118"
"22","226","101"
"22","227","48"
"22","228","49"
"22","229","66"
"22","230","51"
"22","233","55"
"22","234","57"
"22","236","65"
"22","236","59"
"22","237","60"
"22","243","72"
"22","247","77"
"22","252","84"
"22","253","86"
"22","254","95"
"22","265","117"
"22","283","139"
"22","286","146"
"22","287","148"
"22","290","156"
"22","302","172"
"22","306","180"
"23","217","35"
"24","217","35"
"24","219","121"
"24","220","39"
"24","224","44"
"24","281","137"
"24","283","139"
"24","290","156"
"24","305","176"
"25","226","101"
"25","229","66"
"25","230","51"
"25","230","67"
"25","233","55"
"25","247","77"
"26","219","121"
"26","219","109"
"26","223","118"
"26","226","101"
"26","226","107"
"26","229","66"
"26","230","51"
"26","230","67"
"26","233","55"
"26","234","57"
"26","236","59"
"26","236","65"
"26","236","103"
"26","237","60"
"26","241","69"
"26","242","70"
"26","243","72"
"26","247","77"
"26","252","84"
"26","258","102"
"26","259","104"
"26","260","105"
"26","261","113"
"26","265","136"
"26","270","125"
"26","279","134"
"26","280","135"
"26","281","137"
"26","283","139"
"26","287","148"
"26","289","150"
"26","290","156"
"26","302","172"
"26","304","174"
"26","305","176"
"26","308","182"
"27","233","55"
"28","234","57"
"28","252","84"
"29","234","57"
"29","236","59"
"29","260","105"
"30","226","101"
"30","236","103"
"30","236","59"
"30","236","65"
"30","241","69"
"30","243","72"
"30","252","84"
"30","252","85"
"30","259","104"
"30","260","105"
"31","237","60"
"31","247","77"
"31","254","95"
"31","259","104"
"32","199","147"
"32","215","152"
"32","238","63"
"32","288","149"
"33","241","69"
"33","242","70"
"33","247","77"
"33","259","104"
"34","242","70"
"34","258","102"
"35","242","70"
"36","242","70"
"37","248","81"
"37","249","80"
"37","249","87"
"37","252","85"
"37","252","89"
"37","253","93"
"37","254","90"
"37","254","95"
"37","256","96"
"38","248","81"
"38","249","87"
"38","249","80"
"38","252","84"
"38","253","93"
"38","254","95"
"38","256","96"
"39","248","81"
"39","252","84"
"40","253","93"
"41","254","95"
"42","258","102"
"43","219","109"
"44","270","125"
"44","279","134"
"45","272","127"
