SOURCE NODE ID,TARGET NODE ID,SCENE ID,DIALOGUE ID
"1","62","48","278"
"1","62","1","1"
"1","63","35","226"
"1","63","33","203"
"1","63","12","45"
"1","64","42","258"
"1","64","12","45"
"1","64","4","18"
"1","66","65","427"
"1","66","69","462"
"1","66","65","413"
"1","66","55","306"
"1","66","33","205"
"1","68","134","737"
"1","69","4","14"
"1","71","134","845"
"1","71","4","16"
"1","72","135","873"
"1","72","135","869"
"1","72","134","851"
"1","72","134","737"
"1","72","103","631"
"1","72","84","563"
"1","72","69","460"
"1","72","47","274"
"1","72","4","16"
"1","73","84","563"
"1","73","4","16"
"1","74","4","18"
"1","75","141","919"
"1","75","113","688"
"1","75","103","633"
"1","75","72","503"
"1","75","69","458"
"1","75","69","462"
"1","75","65","401"
"1","75","65","408"
"1","75","65","410"
"1","76","55","321"
"1","78","18","100"
"1","78","9","36"
"1","79","48","282"
"1","81","11","43"
"1","82","22","119"
"1","83","12","45"
"1","84","135","866"
"1","84","22","119"
"1","84","12","45"
"1","85","12","45"
"1","86","34","210"
"1","87","113","688"
"1","87","86","570"
"1","87","66","434"
"1","90","103","649"
"1","92","135","877"
"1","92","103","637"
"1","92","70","476"
"1","92","62","385"
"1","92","48","282"
"1","92","18","89"
"1","94","34","215"
"1","102","72","493"
"1","102","42","258"
"1","102","33","205"
"1","102","18","85"
"1","105","134","858"
"1","105","156","982"
"1","105","156","980"
"1","105","150","972"
"1","105","150","970"
"1","105","48","282"
"1","105","34","212"
"1","105","26","170"
"1","105","18","92"
"1","107","141","917"
"1","107","70","476"
"1","107","68","453"
"1","107","18","95"
"1","108","101","610"
"1","108","18","96"
"1","110","18","103"
"1","111","26","178"
"1","111","18","103"
"1","112","101","608"
"1","112","65","410"
"1","112","55","323"
"1","112","59","353"
"1","113","135","864"
"1","114","141","917"
"1","114","148","957"
"1","116","148","960"
"1","117","55","308"
"1","117","22","125"
"1","119","141","919"
"1","119","148","960"
"1","119","22","139"
"1","120","135","873"
"1","120","134","740"
"1","120","103","633"
"1","120","22","142"
"1","120","22","142"
"1","120","22","144"
"1","121","77","522"
"1","122","103","640"
"1","122","65","410"
"1","122","65","410"
"1","123","141","915"
"1","123","141","919"
"1","123","72","484"
"1","123","67","443"
"1","123","48","282"
"1","125","35","226"
"1","128","101","600"
"1","129","55","325"
"1","129","34","210"
"1","130","135","866"
"1","130","125","713"
"1","134","35","226"
"1","135","42","258"
"1","136","39","238"
"1","136","39","242"
"1","137","135","873"
"1","137","39","242"
"1","138","127","725"
"1","139","134","796"
"1","139","141","919"
"1","140","135","880"
"1","140","69","458"
"1","141","134","746"
"1","141","113","690"
"1","141","69","462"
"1","142","135","866"
"1","142","59","361"
"1","143","156","978"
"1","144","101","608"
"1","145","103","649"
"1","146","103","640"
"1","146","103","629"
"1","147","134","792"
"1","147","135","866"
"1","147","135","866"
"1","147","134","858"
"1","147","134","845"
"1","147","107","677"
"1","147","113","692"
"1","147","103","633"
"1","147","103","625"
"1","147","84","563"
"1","147","77","514"
"1","147","65","410"
"1","149","134","792"
"1","149","135","880"
"1","152","156","980"
"1","152","150","970"
"1","152","109","678"
"1","152","103","640"
"1","152","103","635"
"1","152","102","619"
"1","152","84","563"
"1","152","70","478"
"1","153","59","370"
"1","156","150","970"
"1","159","65","413"
"1","160","67","441"
"1","160","67","449"
"1","162","69","458"
"1","166","103","640"
"1","166","77","520"
"1","168","77","512"
"1","170","125","713"
"1","173","101","610"
"1","180","105","675"
"1","190","156","982"
"2","63","1","5"
"2","64","1","5"
"3","67","3","9"
"4","68","4","10"
"4","75","5","20"
"5","65","3","8"
"5","66","3","8"
"6","64","39","236"
"6","68","134","791"
"6","68","134","795"
"6","68","134","863"
"6","68","141","914"
"6","68","141","918"
"6","68","181","1067"
"6","68","182","1071"
"6","68","172","1031"
"6","68","172","1035"
"6","68","72","502"
"6","68","72","492"
"6","68","68","452"
"6","68","47","275"
"6","68","39","236"
"6","68","24","148"
"6","68","18","97"
"6","68","18","94"
"6","68","22","130"
"6","68","22","135"
"6","68","4","15"
"6","68","4","13"
"6","68","12","46"
"6","70","181","1067"
"6","70","72","502"
"6","70","4","15"
"6","72","181","1069"
"6","74","22","135"
"6","74","12","46"
"6","75","182","1071"
"6","77","18","109"
"6","78","22","121"
"6","79","28","193"
"6","80","10","39"
"6","82","148","961"
"6","82","12","44"
"6","84","22","123"
"6","87","61","382"
"6","90","181","1067"
"6","92","134","795"
"6","92","139","906"
"6","92","68","452"
"6","92","22","135"
"6","93","181","1067"
"6","102","44","272"
"6","105","35","229"
"6","106","18","94"
"6","107","26","169"
"6","108","68","452"
"6","110","141","914"
"6","112","26","172"
"6","116","139","904"
"6","116","22","121"
"6","118","24","159"
"6","120","101","611"
"6","120","24","148"
"6","121","39","236"
"6","123","72","500"
"6","125","62","384"
"6","130","134","795"
"6","130","134","793"
"6","130","181","1067"
"6","133","35","224"
"6","135","44","268"
"6","135","39","236"
"6","147","181","1067"
"6","148","72","500"
"6","149","182","1071"
"6","154","61","381"
"6","154","61","382"
"7","64","32","198"
