SOURCE NODE ID,TARGET NODE ID,SOURCE SCENE ID,TARGET SCENE ID
"194","195","1","2"
"194","212","26","25"
"194","213","26","27"
"195","194","2","1"
"195","196","2","3"
"195","197","5","4"
"195","198","6","7"
"196","195","3","2"
"196","197","3","4"
"196","213","29","30"
"196","214","29","28"
"197","195","4","5"
"197","196","4","3"
"198","195","7","6"
"198","199","7","8"
"199","198","8","7"
"199","200","8","9"
"200","199","9","8"
"200","201","9","10"
"200","206","22","21"
"200","210","22","23"
"201","200","10","9"
"201","202","10","11"
"201","207","18","17"
"201","208","18","19"
"202","201","11","10"
"202","203","11","12"
"202","205","15","14"
"202","206","15","16"
"203","202","12","11"
"203","204","12","13"
"204","203","13","12"
"204","205","13","14"
"205","202","14","15"
"205","204","14","13"
"206","200","21","22"
"206","202","16","15"
"206","207","16","17"
"206","209","21","20"
"207","201","17","18"
"207","206","17","16"
"208","201","19","18"
"208","209","19","20"
"209","206","20","21"
"209","208","20","19"
"210","200","23","22"
"210","211","23","24"
"211","210","24","23"
"211","212","24","25"
"212","194","25","26"
"212","211","25","24"
"213","194","27","26"
"213","196","30","29"
"213","214","27","28"
"213","215","32","31"
"213","215","30","31"
"213","216","32","33"
"214","196","28","29"
"214","213","28","27"
"215","213","31","30"
"215","213","31","32"
"216","213","33","32"
"216","217","33","34"
"217","216","34","33"
"217","218","34","35"
"217","255","77","76"
"217","256","77","78"
"217","272","99","98"
"217","273","106","105"
"217","273","106","107"
"217","273","100","101"
"217","273","108","107"
"217","276","108","109"
"217","280","114","113"
"217","281","114","115"
"218","217","35","34"
"218","219","35","36"
"219","218","36","35"
"219","220","36","37"
"219","259","83","82"
"219","260","83","84"
"219","314","166","165"
"219","315","166","167"
"220","219","37","36"
"220","221","37","38"
"221","220","38","37"
"221","222","38","39"
"222","221","39","38"
"222","223","39","40"
"223","222","40","39"
"223","224","40","41"
"224","223","41","40"
"224","225","41","42"
"224","245","66","65"
"224","246","66","67"
"225","224","42","41"
"225","226","42","43"
"226","225","43","42"
"226","227","43","44"
"227","226","44","43"
"227","228","44","45"
"227","235","53","52"
"227","236","54","55"
"228","227","45","44"
"228","229","45","46"
"229","228","46","45"
"229","230","46","47"
"230","229","47","46"
"230","231","47","48"
"231","230","48","47"
"231","232","48","49"
"232","231","49","48"
"232","233","49","50"
"233","232","50","49"
"233","234","50","51"
"234","233","51","50"
"234","235","51","52"
"235","227","52","53"
"235","234","52","51"
"236","227","55","54"
"236","237","55","56"
"237","236","56","55"
"237","238","56","57"
"238","237","57","56"
"238","239","57","58"
"239","238","58","57"
"239","240","58","59"
"240","239","59","58"
"240","241","59","60"
"241","240","60","59"
"241","242","60","61"
"242","241","61","60"
"242","243","61","62"
"243","242","62","61"
"243","244","62","63"
"244","243","63","62"
"244","245","64","65"
"245","224","65","66"
"245","244","65","64"
"246","224","67","66"
"246","247","67","68"
"247","246","68","67"
"247","248","68","69"
"248","247","69","68"
"248","249","69","70"
"249","248","70","69"
"249","250","70","71"
"250","249","71","70"
"250","251","71","72"
"251","250","72","71"
"251","252","72","73"
"252","251","73","72"
"252","253","73","74"
"252","281","116","115"
"252","282","116","117"
"253","252","74","73"
"253","254","74","75"
"254","253","75","74"
"254","255","75","76"
"255","217","76","77"
"255","254","76","75"
"256","217","78","77"
"256","257","78","79"
"257","256","79","78"
"257","258","79","80"
"258","257","80","79"
"258","259","80","81"
"259","219","82","83"
"259","258","81","80"
"260","219","84","83"
"260","261","84","85"
"260","263","88","87"
"260","264","88","89"
"261","260","85","84"
"261","262","85","86"
"262","261","86","85"
"262","263","86","87"
"263","260","87","88"
"263","262","87","86"
"264","260","89","88"
"264","265","89","90"
"265","264","90","89"
"265","266","90","91"
"265","270","96","95"
"265","271","96","97"
"266","265","91","90"
"266","267","91","92"
"267","266","92","91"
"267","268","92","93"
"268","267","93","92"
"268","269","93","94"
"269","268","94","93"
"269","270","94","95"
"270","265","95","96"
"270","269","95","94"
"271","265","97","96"
"271","272","97","98"
"272","217","98","99"
"272","271","98","97"
"273","217","105","106"
"273","217","101","100"
"273","217","107","106"
"273","217","107","108"
"273","274","105","104"
"273","274","101","102"
"274","273","104","105"
"274","273","102","101"
"274","275","102","103"
"274","275","104","103"
"275","274","103","104"
"275","274","103","102"
"276","217","109","108"
"276","277","109","110"
"277","276","110","109"
"277","278","110","111"
"278","277","111","110"
"278","279","111","112"
"279","278","112","111"
"279","280","112","113"
"279","282","118","117"
"279","283","118","119"
"279","324","181","180"
"279","325","181","182"
"280","217","113","114"
"280","279","113","112"
"281","217","115","114"
"281","252","115","116"
"282","252","117","116"
"282","279","117","118"
"283","279","119","118"
"283","284","119","120"
"284","283","120","119"
"284","285","120","121"
"284","288","126","125"
"284","289","126","127"
"284","292","131","130"
"284","292","133","134"
"284","293","131","132"
"284","293","133","132"
"284","295","137","136"
"284","296","137","138"
"284","302","148","147"
"284","304","150","149"
"284","304","148","149"
"284","305","150","151"
"285","284","121","120"
"285","286","121","122"
"286","285","122","121"
"286","287","122","123"
"287","286","123","122"
"287","288","123","124"
"288","284","125","126"
"288","287","124","123"
"288","301","144","143"
"288","302","144","145"
"289","284","127","126"
"289","290","127","128"
"290","289","128","127"
"290","291","128","129"
"291","290","129","128"
"291","292","129","130"
"292","284","134","133"
"292","284","130","131"
"292","291","130","129"
"292","294","134","135"
"293","284","132","131"
"293","284","132","133"
"294","292","135","134"
"294","295","135","136"
"295","284","136","137"
"295","294","136","135"
"296","284","138","137"
"296","297","138","139"
"297","296","139","138"
"297","298","139","140"
"298","297","140","139"
"298","299","140","141"
"299","298","141","140"
"299","300","141","142"
"300","299","142","141"
"300","301","142","143"
"301","288","143","144"
"301","300","143","142"
"302","284","147","148"
"302","288","145","144"
"302","303","145","146"
"302","303","147","146"
"303","302","146","147"
"303","302","146","145"
"304","284","149","150"
"304","284","149","148"
"304","309","156","155"
"304","310","156","157"
"305","284","151","150"
"305","306","151","152"
"306","305","152","151"
"306","307","152","153"
"307","306","153","152"
"307","308","153","154"
"308","307","154","153"
"308","309","154","155"
"309","304","155","156"
"309","308","155","154"
"310","304","157","156"
"310","311","157","158"
"310","312","160","159"
"310","313","162","163"
"310","313","162","161"
"310","313","160","161"
"311","310","158","157"
"311","312","158","159"
"312","310","159","160"
"312","311","159","158"
"313","310","163","162"
"313","310","161","160"
"313","310","161","162"
"313","314","164","165"
"314","219","165","166"
"314","313","165","164"
"315","219","167","166"
"315","316","168","169"
"316","315","169","168"
"316","317","169","170"
"317","316","170","169"
"317","318","170","171"
"318","317","171","170"
"318","319","171","172"
"319","318","172","171"
"319","320","172","173"
"319","320","176","175"
"319","322","176","177"
"319","322","178","177"
