SOURCE NODE ID,TARGET NODE ID,SCENE ID,DIALOGUE ID
"1","53","47","157"
"1","53","47","170"
"1","53","80","297"
"1","53","144","431"
"1","53","105","353"
"1","53","184","535"
"1","53","184","575"
"1","53","184","565"
"1","53","184","499"
"1","53","184","517"
"1","53","184","528"
"1","53","184","592"
"1","53","184","588"
"1","53","184","750"
"1","53","35","90"
"1","53","8","23"
"1","53","5","1"
"1","54","184","751"
"1","54","43","132"
"1","54","80","327"
"1","54","80","323"
"1","54","105","339"
"1","54","105","333"
"1","54","80","317"
"1","54","105","358"
"1","54","105","369"
"1","54","184","558"
"1","54","184","584"
"1","54","144","479"
"1","54","184","586"
"1","54","35","92"
"1","54","5","1"
"1","55","184","499"
"1","55","5","1"
"1","56","80","313"
"1","56","184","503"
"1","56","8","21"
"1","56","8","28"
"1","56","5","1"
"1","57","47","137"
"1","57","43","110"
"1","57","8","21"
"1","57","8","28"
"1","57","5","2"
"1","58","35","59"
"1","58","35","47"
"1","58","35","44"
"1","58","8","28"
"1","59","184","538"
"1","59","35","59"
"1","60","47","222"
"1","60","105","329"
"1","60","184","602"
"1","60","5","6"
"1","61","49","234"
"1","61","49","226"
"1","61","105","329"
"1","61","80","325"
"1","61","80","323"
"1","61","80","321"
"1","61","105","351"
"1","61","105","339"
"1","61","105","335"
"1","61","105","333"
"1","61","80","299"
"1","61","105","364"
"1","61","105","377"
"1","61","105","379"
"1","61","184","539"
"1","61","184","538"
"1","61","184","536"
"1","61","184","533"
"1","61","184","569"
"1","61","144","481"
"1","61","184","505"
"1","61","184","511"
"1","61","184","513"
"1","61","184","614"
"1","61","184","612"
"1","61","184","600"
"1","61","184","598"
"1","61","184","594"
"1","61","184","659"
"1","61","35","81"
"1","61","35","104"
"1","61","35","53"
"1","61","35","77"
"1","61","35","79"
"1","61","35","69"
"1","61","35","42"
"1","62","35","88"
"1","62","35","88"
"1","62","35","47"
"1","62","8","30"
"1","63","47","193"
"1","63","43","115"
"1","63","35","92"
"1","63","35","66"
"1","63","35","49"
"1","63","8","13"
"1","63","6","10"
"1","65","8","14"
"1","66","184","934"
"1","66","47","134"
"1","66","43","120"
"1","66","43","122"
