SOURCE NODE ID,TARGET NODE ID,SCENE ID,DIALOGUE ID
"63","129","148","717"
"63","130","148","717"
"69","70","31","68"
"69","71","31","68"
"69","72","31","68"
"70","71","31","68"
"70","72","31","68"
"72","71","31","68"
"75","106","56","323"
"77","126","115","648"
"78","77","31","86"
"83","76","31","132"
"87","69","86","456"
"89","90","31","163"
"89","93","31","164"
"91","89","31","164"
"91","92","31","164"
"91","93","31","164"
"92","89","31","164"
"92","93","31","164"
"96","97","34","205"
"102","134","201","801"
"114","83","73","413"
"114","83","81","423"
"115","69","466","866"
"119","102","201","800"
"119","133","201","800"
"129","130","148","717"
"133","102","201","800"
