SOURCE NODE ID,TARGET NODE ID,SCENE ID,DIALOGUE ID
"1","63","466","717"
"1","65","30","20"
"1","80","31","105"
"1","81","31","128"
"1","82","31","129"
"1","86","36","146"
"1","88","42","156"
"1","88","42","156"
"1","88","42","156"
"1","88","42","156"
"1","89","44","164"
"1","89","44","164"
"1","89","44","164"
"1","89","44","164"
"1","89","57","225"
"1","89","466","831"
"1","91","44","164"
"1","91","44","164"
"1","91","44","164"
"1","91","44","164"
"1","92","44","164"
"1","92","44","164"
"1","92","44","164"
"1","92","44","164"
"1","92","56","220"
"1","93","44","164"
"1","93","44","164"
"1","93","44","164"
"1","93","44","164"
"1","100","111","320"
"1","125","466","632"
"1","129","466","717"
"1","130","466","717"
"2","66","31","77"
"2","73","31","69"
"2","74","31","71"
"2","75","31","79"
"2","75","111","323"
"2","76","31","132"
"2","76","31","87"
"2","77","31","89"
"2","77","81","275"
"2","83","31","132"
"2","84","34","134"
"2","84","111","364"
"2","85","34","138"
"2","85","81","273"
"2","85","180","462"
"2","85","466","771"
"2","85","466","995"
"2","87","36","147"
"2","89","44","163"
"2","89","44","163"
"2","89","44","163"
"2","89","44","163"
"2","89","57","224"
"2","89","466","953"
"2","90","44","163"
"2","90","44","163"
"2","90","44","163"
"2","90","44","163"
"2","90","115","415"
"2","95","45","185"
"2","96","48","205"
"2","97","48","205"
"2","97","466","564"
"2","98","48","208"
"2","98","111","330"
"2","98","204","492"
"2","102","466","532"
"2","106","111","323"
"2","108","111","355"
"2","119","205","499"
"3","138","466","917"
"6","112","111","385"
"12","69","31","68"
"12","70","31","68"
"12","71","31","68"
"12","72","31","68"
"12","76","31","82"
"12","77","31","86"
"12","78","31","86"
"14","66","31","43"
"17","79","31","96"
"21","75","105","307"
"21","77","59","238"
"21","90","81","274"
"21","105","86","299"
"21","107","111","349"
"24","101","466","617"
"24","102","84","286"
"24","102","111","382"
"28","67","204","493"
"28","69","157","456"
"28","75","115","416"
"28","77","466","648"
"28","83","115","413"
"28","83","120","423"
"28","83","120","423"
"28","83","120","423"
"28","83","120","423"
"28","85","466","994"
"28","87","157","456"
"28","98","111","350"
"28","98","466","547"
"28","102","466","811"
"28","114","115","413"
"28","114","120","423"
"28","114","120","423"
"28","114","120","423"
"28","114","120","423"
"28","117","157","458"
"28","122","466","549"
"28","123","466","601"
"28","126","466","648"
"28","131","466","792"
"40","102","466","801"
"40","102","466","800"
"40","109","466","798"
"40","119","466","800"
"40","133","466","800"
"40","134","466","801"
"40","139","466","924"
"41","87","466","799"
"41","136","466","892"
"42","64","466","803"
"42","64","466","955"
"42","135","466","856"
"44","69","466","866"
"44","106","466","823"
"44","115","466","866"
"44","115","466","855"
"44","134","466","943"
"44","137","466","893"
"54","134","466","899"
