SOURCE NODE ID,TARGET NODE ID,SOURCE SCENE ID,TARGET SCENE ID
"140","141","1","2"
"140","141","3","2"
"140","142","3","4"
"140","143","6","5"
"140","144","7","8"
"141","140","2","1"
"141","140","2","3"
"141","142","17","18"
"141","150","17","16"
"141","160","51","50"
"141","172","82","83"
"141","172","202","203"
"141","172","229","230"
"141","172","233","234"
"141","174","51","52"
"141","176","62","61"
"141","177","198","199"
"141","177","62","63"
"141","185","175","174"
"141","185","173","174"
"141","185","90","89"
"141","185","94","93"
"141","185","90","91"
"141","185","92","93"
"141","185","94","95"
"141","185","92","91"
"141","185","82","81"
"141","185","181","182"
"141","185","183","182"
"141","215","175","176"
"141","215","173","172"
"141","215","163","164"
"141","215","179","178"
"141","215","179","180"
"141","215","183","184"
"141","215","185","186"
"141","215","181","180"
"141","215","185","184"
"141","222","286","285"
"141","224","163","162"
"141","234","198","197"
"141","236","202","201"
"141","237","478","479"
"141","239","233","232"
"141","239","208","207"
"141","240","208","209"
"141","242","223","222"
"141","243","218","219"
"141","246","273","274"
"141","246","271","270"
"141","246","236","237"
"141","246","238","239"
"141","246","238","237"
"141","247","218","217"
"141","248","226","225"
"141","248","229","228"
"141","248","339","338"
"141","249","223","224"
"141","249","236","235"
"141","250","226","227"
"141","255","286","287"
"141","261","271","272"
"141","261","273","272"
"141","263","358","357"
"141","265","339","340"
"141","269","358","359"
"141","279","478","477"
"142","140","4","3"
"142","141","18","17"
"142","143","4","5"
"142","151","18","19"
"142","153","26","25"
"142","156","26","27"
"143","140","5","6"
"143","142","5","4"
"144","140","8","7"
"144","145","8","9"
"145","144","9","8"
"145","146","10","11"
"146","145","11","10"
"146","147","11","12"
"147","146","12","11"
"147","148","12","13"
"148","147","13","12"
"148","149","14","15"
"148","151","20","19"
"148","152","20","21"
"149","148","15","14"
"149","150","15","16"
"150","141","16","17"
"150","149","16","15"
"151","142","19","18"
"151","148","19","20"
"152","148","21","20"
"152","153","21","22"
"153","142","25","26"
"153","152","22","21"
"153","154","22","23"
"153","155","25","24"
"153","156","28","27"
"153","157","28","29"
"154","153","23","22"
"154","155","23","24"
"155","153","24","25"
"155","154","24","23"
"156","142","27","26"
"156","153","27","28"
"157","153","29","28"
"157","158","29","30"
"158","157","30","29"
"158","159","30","31"
"158","160","33","32"
"158","160","33","34"
"159","158","31","30"
"159","160","31","32"
"160","141","50","51"
"160","158","32","33"
"160","158","34","33"
"160","159","32","31"
"160","161","34","35"
"160","173","50","49"
"161","160","35","34"
"161","162","35","36"
"162","161","36","35"
"162","163","36","37"
"163","162","37","36"
"163","164","37","38"
"164","163","38","37"
"164","165","38","39"
"165","164","39","38"
"165","166","39","40"
"166","165","40","39"
"166","167","40","41"
"167","166","41","40"
"167","168","43","42"
"167","168","41","42"
"167","169","43","44"
"168","167","42","43"
"168","167","42","41"
"169","167","44","43"
"169","170","44","45"
"170","169","45","44"
"170","171","45","46"
"171","170","46","45"
"171","172","46","47"
"172","141","83","82"
"172","141","230","229"
"172","141","234","233"
"172","141","203","202"
"172","171","47","46"
"172","173","47","48"
"172","177","83","84"
"172","188","87","86"
"172","189","87","88"
"172","192","101","102"
"172","194","101","100"
"172","201","111","110"
"172","202","111","112"
"172","237","203","204"
"172","239","368","369"
"172","239","381","382"
"172","239","254","255"
"172","239","268","269"
"172","246","381","380"
"172","246","471","470"
"172","246","397","396"
"172","248","368","367"
"172","249","234","235"
"172","249","397","398"
"172","251","471","472"
"172","251","473","472"
"172","251","473","474"
"172","251","230","231"
"172","253","244","243"
"172","253","252","251"
"172","254","245","246"
"172","257","254","253"
"172","257","252","253"
"172","260","268","267"
"173","160","49","50"
"173","172","48","47"
"173","174","53","52"
"173","175","54","55"
"174","141","52","51"
"174","173","52","53"
"174","203","114","113"
"174","204","114","115"
"175","173","55","54"
"175","176","58","59"
"175","176","60","59"
"175","176","60","61"
"175","176","56","57"
"175","176","58","57"
"175","177","64","63"
"175","178","64","65"
"175","181","71","70"
"175","183","71","72"
"176","141","61","62"
"176","175","59","60"
"176","175","61","60"
"176","175","57","56"
"176","175","57","58"
"176","175","59","58"
"177","141","199","198"
"177","141","63","62"
"177","172","84","83"
"177","175","63","64"
"177","185","191","192"
"177","187","84","85"
"177","225","191","190"
"177","235","199","200"
"177","239","449","448"
"177","246","330","329"
"177","248","330","331"
"177","253","449","450"
"177","263","423","424"
"177","275","423","422"
"178","175","65","64"
"178","179","65","66"
"179","178","66","65"
"179","180","66","67"
"180","179","67","66"
