SOURCE NODE ID,TARGET NODE ID,SOURCE SCENE ID,TARGET SCENE ID
"180","181","67","68"
"181","175","70","71"
"181","180","68","67"
"181","182","70","69"
"181","182","68","69"
"182","181","69","70"
"182","181","69","68"
"182","183","73","72"
"182","184","73","74"
"182","185","146","145"
"182","188","146","147"
"183","175","72","71"
"183","182","72","73"
"184","182","74","73"
"184","185","74","75"
"185","141","91","90"
"185","141","93","92"
"185","141","93","94"
"185","141","89","90"
"185","141","182","183"
"185","141","182","181"
"185","141","91","92"
"185","141","95","94"
"185","141","174","173"
"185","141","174","175"
"185","141","81","82"
"185","177","192","191"
"185","182","145","146"
"185","184","75","74"
"185","186","77","78"
"185","186","79","78"
"185","186","75","76"
"185","186","77","76"
"185","186","81","80"
"185","186","79","80"
"185","188","148","149"
"185","188","148","147"
"185","189","89","88"
"185","190","95","96"
"185","193","145","144"
"185","231","192","193"
"185","239","466","467"
"185","246","475","476"
"185","251","459","460"
"185","251","475","474"
"185","253","466","465"
"185","277","459","458"
"186","185","76","75"
"186","185","78","77"
"186","185","76","77"
"186","185","80","79"
"186","185","78","79"
"186","185","80","81"
"187","177","85","84"
"187","188","85","86"
"188","172","86","87"
"188","182","147","146"
"188","185","149","148"
"188","185","147","148"
"188","187","86","85"
"188","215","149","150"
"189","172","88","87"
"189","185","88","89"
"190","185","96","95"
"190","191","96","97"
"191","190","97","96"
"191","192","97","98"
"192","172","102","101"
"192","191","98","97"
"192","193","143","142"
"192","193","143","144"
"192","193","98","99"
"192","195","102","103"
"193","185","144","145"
"193","192","99","98"
"193","192","144","143"
"193","192","142","143"
"193","194","99","100"
"193","196","142","141"
"193","209","132","131"
"193","210","132","133"
"194","172","100","101"
"194","193","100","99"
"195","192","103","102"
"195","196","103","104"
"196","193","141","142"
"196","195","104","103"
"196","197","104","105"
"196","212","138","137"
"196","213","138","139"
"196","214","141","140"
"197","196","105","104"
"197","198","105","106"
"198","197","106","105"
"198","199","106","107"
"198","200","109","108"
"198","201","109","110"
"199","198","107","106"
"199","200","107","108"
"200","198","108","109"
"200","199","108","107"
"201","172","110","111"
"201","198","110","109"
"202","172","112","111"
"202","203","112","113"
"203","174","113","114"
"203","202","113","112"
"204","174","115","114"
"204","205","117","116"
"204","205","115","116"
"204","206","127","128"
"204","206","117","118"
"204","206","123","122"
"204","206","127","126"
"204","206","121","122"
"204","206","125","124"
"204","206","123","124"
"204","206","125","126"
"204","206","119","120"
"204","206","121","120"
"204","206","119","118"
"205","204","116","117"
"205","204","116","115"
"206","204","120","119"
"206","204","122","121"
"206","204","120","121"
"206","204","124","123"
"206","204","124","125"
"206","204","126","127"
"206","204","122","123"
"206","204","118","119"
"206","204","118","117"
"206","204","128","127"
"206","204","126","125"
"206","207","128","129"
"207","206","129","128"
"207","208","129","130"
"208","207","130","129"
"208","209","130","131"
"209","193","131","132"
"209","208","131","130"
"210","193","133","132"
"210","211","135","136"
"211","210","136","135"
"211","212","136","137"
"212","196","137","138"
"212","211","137","136"
"213","196","139","138"
"213","214","139","140"
"214","196","140","141"
"214","213","140","139"
"215","141","172","173"
"215","141","164","163"
"215","141","178","179"
"215","141","176","175"
"215","141","180","179"
"215","141","180","181"
"215","141","184","183"
"215","141","184","185"
"215","141","186","185"
"215","188","150","149"
"215","216","152","151"
"215","216","150","151"
"215","217","152","153"
"215","217","154","153"
"215","218","154","155"
"215","222","178","177"
"215","222","176","177"
"215","224","171","170"
"215","225","164","165"
"215","228","186","187"
"215","228","188","187"
"215","230","188","189"
"216","215","151","152"
"216","215","151","150"
"216","223","161","160"
"216","224","161","162"
"217","215","153","154"
"217","215","153","152"
"218","215","155","154"
"218","219","155","156"
"219","218","156","155"
"219","220","156","157"
"220","219","157","156"
"220","221","157","158"
"221","220","158","157"
"221","222","158","159"
"222","141","285","286"
"222","215","177","178"
"222","215","177","176"
"222","221","159","158"
"222","223","159","160"
"222","255","285","284"
"223","216","160","161"
"223","222","160","159"
"224","141","162","163"
"224","215","170","171"
"224","216","162","161"
"224","229","170","169"
"225","177","190","191"
"225","215","165","164"
"225","226","165","166"
"225","230","190","189"
"226","225","166","165"
"226","227","166","167"
"227","226","167","166"
"227","228","167","168"
"228","215","187","186"
"228","215","187","188"
"228","227","168","167"
"228","229","168","169"
"229","224","169","170"
"229","228","169","168"
"230","215","189","188"
"230","225","189","190"
"231","185","193","192"
"231","232","194","195"
"232","231","195","194"
"232","233","195","196"
"233","232","196","195"
"233","234","196","197"
"233","238","206","205"
"233","239","206","207"
"234","141","197","198"
"234","233","197","196"
"235","177","200","199"
"235","236","200","201"
"236","141","201","202"
"236","235","201","200"
"237","141","479","478"
"237","172","204","203"
"237","238","204","205"
"237","280","479","480"
"238","233","205","206"
"238","237","205","204"
"239","141","232","233"
"239","141","207","208"
"239","172","369","368"
"239","172","382","381"
"239","172","269","268"
"239","172","255","254"
"239","177","448","449"
"239","185","467","466"
"239","233","207","206"
"239","246","269","270"
"239","246","402","403"
"239","246","467","468"
"239","246","448","447"
"239","248","332","333"
"239","248","369","370"
"239","248","332","331"
"239","249","382","383"
"239","251","232","231"
"239","251","291","292"
"239","251","291","290"
"239","253","421","420"
"239","253","302","303"
"239","253","439","440"
"239","255","426","427"
"239","255","277","278"
"239","255","288","287"
"239","255","277","276"
"239","255","439","438"
"239","255","255","256"
"239","262","288","289"
"239","262","294","295"
"239","262","302","301"
"239","263","294","293"
"239","263","402","401"
"239","275","421","422"
"239","276","426","425"
"240","141","209","208"
"240","241","209","210"
"241","240","210","209"
"241","242","210","211"
"242","141","222","223"
"242","241","211","210"
"242","243","211","212"
"242","246","222","221"
"243","141","219","218"
"243","242","212","211"
"243","244","212","213"
"243","246","385","386"
"243","246","241","242"
"243","246","414","415"
"243","248","219","220"
"243","251","408","409"
"243","251","388","387"
"243","251","385","384"
"243","251","417","416"
"243","251","408","407"
"243","252","241","240"
"243","253","419","420"
"243","263","419","418"
"243","263","414","413"
"243","263","417","418"
"243","273","388","389"
"244","243","213","212"
"244","245","213","214"
"245","244","214","213"
"245","246","214","215"
"246","141","274","273"
"246","141","270","271"
"246","141","237","238"
"246","141","239","238"
"246","141","237","236"
"246","172","470","471"
"246","172","380","381"
"246","172","396","397"
"246","177","329","330"
"246","185","476","475"
"246","239","468","467"
"246","239","403","402"
"246","239","270","269"
"246","239","447","448"
"246","242","221","222"
"246","243","242","241"
"246","243","386","385"
"246","243","415","414"
"246","245","215","214"
"246","247","216","217"
"246","248","374","375"
"246","248","376","375"
"246","248","374","373"
"246","248","325","326"
"246","248","334","333"
"246","248","221","220"
"246","249","393","392"
"246","249","391","392"
"246","249","403","404"
"246","249","399","398"
"246","251","336","335"
"246","251","386","387"
"246","251","334","335"
"246","251","410","409"
"246","251","415","416"
"246","251","380","379"
"246","251","399","400"
"246","251","411","412"
"246","252","239","240"
"246","253","329","328"
"246","253","336","337"
"246","253","456","455"
"246","253","442","443"
"246","253","468","469"
"246","253","470","469"
"246","253","242","243"
"246","255","275","276"
"246","255","442","441"
"246","263","376","377"
"246","263","456","457"
"246","263","445","444"
"246","264","325","324"
"246","265","395","394"
"246","265","393","394"
"246","269","347","348"
"246","270","347","346"
"246","274","391","390"
"246","279","476","477"
"247","141","217","218"
"247","246","217","216"
"248","141","228","229"
"248","141","225","226"
"248","141","338","339"
"248","172","367","368"
"248","177","331","330"
"248","239","331","332"
"248","239","333","332"
"248","239","370","369"
"248","243","220","219"
"248","246","375","374"
"248","246","373","374"
"248","246","375","376"
"248","246","220","221"
"248","246","333","334"
"248","246","326","325"
"248","249","225","224"
"248","250","228","227"
"248","251","378","379"
"248","251","366","365"
"248","251","260","261"
"248","253","352","351"
"248","253","350","351"
"248","253","350","349"
"248","253","355","356"
"248","253","338","337"
"248","257","260","259"
"248","263","373","372"
"248","263","378","377"
"248","263","352","353"
"248","264","326","327"
"248","268","355","354"
"248","268","344","343"
"248","269","344","345"
"248","269","360","359"
"248","271","360","361"
"248","272","370","371"
"249","141","235","236"
"249","141","224","223"
"249","172","398","397"
"249","172","235","234"
"249","239","383","382"
"249","246","404","403"
"249","246","392","391"
"249","246","392","393"
"249","246","398","399"
"249","248","224","225"
"249","251","404","405"
"249","251","383","384"
"249","253","283","282"
"249","253","280","279"
"249","255","280","281"
"249","255","283","284"
"250","141","227","226"
"250","248","227","228"
"251","172","231","230"
"251","172","474","473"
"251","172","472","473"
"251","172","472","471"
"251","185","460","459"
"251","185","474","475"
"251","239","231","232"
"251","239","290","291"
"251","239","292","291"
"251","243","407","408"
"251","243","416","417"
"251","243","387","388"
"251","243","409","408"
"251","243","384","385"
"251","246","335","336"
"251","246","335","334"
"251","246","416","415"
"251","246","412","411"
"251","246","387","386"
"251","246","379","380"
"251","246","409","410"
"251","246","400","399"
"251","248","379","378"
"251","248","365","366"
"251","248","261","260"
"251","249","405","404"
"251","249","384","383"
"251","254","263","264"
"251","254","265","264"
"251","257","261","262"
"251","257","263","262"
"251","259","265","266"
"251","262","296","295"
"251","262","290","289"
"251","262","313","314"
"251","262","308","307"
"251","262","313","312"
"251","263","308","309"
"251","263","310","311"
"251","263","310","309"
"251","263","292","293"
"251","263","463","464"
"251","263","407","406"
"251","263","400","401"
"251","263","412","413"
"251","263","405","406"
"251","264","296","297"
"251","268","463","462"
"251","269","365","364"
"251","278","460","461"
"252","243","240","241"
"252","246","240","239"
"253","172","243","244"
"253","172","251","252"
"253","177","450","449"
"253","185","465","466"
"253","239","303","302"
"253","239","440","439"
"253","239","420","421"
"253","243","420","419"
"253","246","455","456"
"253","246","469","470"
"253","246","469","468"
"253","246","328","329"
"253","246","337","336"
"253","246","243","242"
"253","246","443","442"
"253","248","356","355"
"253","248","337","338"
"253","248","349","350"
"253","248","351","350"
"253","248","351","352"
"253","249","279","280"
"253","249","282","283"
"253","255","433","434"
"253","255","431","432"
"253","255","433","432"
"253","255","431","430"
"253","255","428","427"
"253","255","437","438"
"253","255","248","247"
"253","255","251","250"
"253","255","279","278"
"253","255","282","281"
"253","255","435","434"
"253","255","440","441"
"253","256","248","249"
"253","257","258","259"
"253","258","258","257"
"253","262","303","304"
"253","262","299","298"
"253","262","323","322"
"253","263","362","363"
"253","263","428","429"
"253","263","453","454"
"253","263","455","454"
"253","263","356","357"
"253","263","443","444"
"253","263","435","436"
"253","263","437","436"
"253","263","465","464"
"253","263","453","452"
"253","264","328","327"
"253","264","323","324"
"253","265","299","300"
"253","269","349","348"
"253","271","362","361"
"253","273","450","451"
"254","172","246","245"
"254","251","264","265"
"254","251","264","263"
"254","255","246","247"
"255","141","287","286"
"255","222","284","285"
"255","239","276","277"
"255","239","256","255"
"255","239","278","277"
"255","239","287","288"
"255","239","438","439"
"255","239","427","426"
"255","246","276","275"
"255","246","441","442"
"255","249","281","280"
"255","249","284","283"
"255","253","247","248"
"255","253","250","251"
"255","253","278","279"
"255","253","281","282"
"255","253","438","437"
"255","253","434","435"
"255","253","441","440"
"255","253","432","431"
"255","253","432","433"
"255","253","434","433"
"255","253","427","428"
"255","253","430","431"
"255","254","247","246"
"255","256","250","249"
"255","258","256","257"
"255","263","430","429"
"256","253","249","248"
"256","255","249","250"
"257","172","253","252"
"257","172","253","254"
"257","248","259","260"
"257","251","262","261"
"257","251","262","263"
"257","253","259","258"
"258","253","257","258"
"258","255","257","256"
"259","251","266","265"
"259","260","266","267"
"260","172","267","268"
"260","259","267","266"
"261","141","272","271"
"261","141","272","273"
"262","239","295","294"
"262","239","289","288"
"262","239","301","302"
"262","251","295","296"
"262","251","289","290"
"262","251","307","308"
"262","251","312","313"
"262","251","314","313"
"262","253","322","323"
"262","253","298","299"
"262","253","304","303"
"262","263","320","321"
"262","263","322","321"
"262","263","312","311"
"262","264","298","297"
"262","264","316","317"
"262","264","318","317"
"262","264","318","319"
"262","264","320","319"
"262","265","301","300"
"262","266","304","305"
"262","267","307","306"
"262","268","316","315"
"262","268","314","315"
"263","141","357","358"
"263","177","424","423"
"263","239","293","294"
"263","239","401","402"
"263","243","413","414"
"263","243","418","419"
"263","243","418","417"
"263","246","457","456"
"263","246","444","445"
"263","246","377","376"
"263","248","353","352"
"263","248","372","373"
"263","248","377","378"
"263","251","464","463"
"263","251","309","308"
"263","251","293","292"
"263","251","311","310"
"263","251","309","310"
"263","251","401","400"
"263","251","413","412"
"263","251","406","405"
"263","251","406","407"
"263","253","454","453"
"263","253","452","453"
"263","253","454","455"
"263","253","444","443"
"263","253","436","435"
"263","253","464","465"
"263","253","436","437"
"263","253","429","428"
"263","253","363","362"
"263","253","357","356"
"263","255","429","430"
"263","262","321","322"
"263","262","321","320"
"263","262","311","312"
"263","268","353","354"
"263","269","363","364"
"263","272","372","371"
"263","273","452","451"
"263","276","424","425"
"263","277","457","458"
"264","246","324","325"
"264","248","327","326"
"264","251","297","296"
"264","253","324","323"
"264","253","327","328"
"264","262","317","316"
"264","262","317","318"
"264","262","319","318"
"264","262","319","320"
"264","262","297","298"
"265","141","340","339"
"265","246","394","393"
"265","246","394","395"
"265","253","300","299"
"265","262","300","301"
"265","268","340","341"
"266","262","305","304"
"266","267","305","306"
"267","262","306","307"
"267","266","306","305"
"268","248","343","344"
"268","248","354","355"
"268","251","462","463"
"268","262","315","316"
"268","262","315","314"
"268","263","354","353"
"268","265","341","340"
"268","269","343","342"
"268","269","341","342"
"268","278","462","461"
"269","141","359","358"
"269","246","348","347"
"269","248","359","360"
"269","248","345","344"
"269","251","364","365"
"269","253","348","349"
"269","263","364","363"
"269","268","342","343"
"269","268","342","341"
"269","270","345","346"
"270","246","346","347"
"270","269","346","345"
"271","248","361","360"
"271","253","361","362"
"272","248","371","370"
"272","263","371","372"
"273","243","389","388"
"273","253","451","450"
"273","263","451","452"
"273","274","389","390"
"274","246","390","391"
"274","273","390","389"
"275","177","422","423"
"275","239","422","421"
"276","239","425","426"
"276","263","425","424"
"277","185","458","459"
"277","263","458","457"
"278","251","461","460"
"278","268","461","462"
"279","141","477","478"
"279","246","477","476"
"280","237","480","479"
