SOURCE NODE ID,TARGET NODE ID,SCENE ID,DIALOGUE ID
"1","47","1","1"
"1","48","1","1"
"2","48","3","2"
"5","51","4","8"
"5","51","4","6"
"6","47","121","266"
"6","49","121","265"
"6","50","4","7"
"6","50","4","14"
"6","52","4","7"
"6","53","4","11"
"6","103","121","265"
"6","114","121","265"
"6","127","121","265"
"6","135","121","265"
"7","52","16","50"
"7","52","6","19"
"7","54","5","17"
"7","55","58","122"
"7","55","20","57"
"7","55","6","22"
"7","55","5","18"
"7","55","9","30"
"7","55","8","28"
"7","56","5","18"
"7","57","58","120"
"7","57","13","42"
"7","57","6","19"
"7","57","7","26"
"7","57","8","28"
"7","58","65","146"
"7","58","58","120"
"7","58","13","42"
"7","58","6","19"
"7","58","10","38"
"7","59","65","146"
"7","59","65","148"
"7","59","58","119"
"7","59","58","120"
"7","59","16","50"
"7","59","13","41"
"7","59","10","39"
"7","59","6","22"
"7","59","7","23"
"7","59","7","24"
"7","59","6","19"
"7","59","9","33"
"7","59","10","36"
"7","59","8","28"
"7","59","7","25"
"7","60","6","19"
"7","61","16","50"
"7","61","6","19"
"7","61","8","28"
"7","62","7","24"
"7","63","7","24"
"7","63","7","25"
"7","64","8","28"
"7","65","8","28"
"7","66","10","34"
"7","70","10","39"
"7","71","13","42"
"7","73","16","50"
"7","74","16","50"
"7","75","16","50"
"7","83","65","146"
"7","87","58","122"
"7","96","58","120"
"7","98","65","148"
"11","51","77","204"
"11","51","75","192"
"11","51","73","178"
"11","51","73","177"
"11","51","70","163"
"11","52","77","204"
"11","52","70","161"
"11","52","73","175"
"11","53","70","163"
"11","54","58","117"
"11","55","49","87"
"11","55","49","86"
"11","56","75","192"
"11","57","73","178"
"11","57","73","173"
"11","57","49","88"
"11","58","77","204"
"11","58","77","204"
"11","58","129","279"
"11","58","70","162"
"11","59","75","189"
"11","62","75","185"
"11","63","129","279"
"11","64","49","94"
"11","66","77","198"
"11","66","73","171"
"11","69","73","177"
"11","69","49","93"
"11","72","49","93"
"11","72","49","86"
"11","78","49","94"
"11","81","58","124"
"11","83","129","279"
"11","83","70","161"
"11","84","77","204"
"11","84","49","95"
"11","86","58","117"
"11","86","58","125"
"11","95","58","117"
"11","97","129","281"
"11","97","58","124"
"11","101","116","260"
"11","103","129","279"
"11","103","70","161"
"11","103","70","162"
"11","107","73","178"
"11","107","75","185"
"11","107","73","177"
"11","107","73","173"
"11","107","73","171"
"11","108","73","171"
"11","109","73","175"
"11","110","73","177"
"11","111","73","178"
"11","111","75","192"
"11","111","77","204"
"11","112","75","185"
"11","136","129","279"
"11","137","129","281"
"15","47","115","256"
"15","48","115","256"
"15","49","90","228"
"15","49","115","256"
"15","52","42","74"
"15","54","68","157"
"15","54","63","140"
"15","54","59","130"
"15","54","59","132"
"15","55","42","74"
"15","55","42","76"
"15","58","50","100"
"15","58","42","83"
"15","58","42","83"
"15","60","50","112"
"15","61","58","123"
"15","63","42","82"
"15","64","42","76"
"15","66","50","109"
"15","66","42","74"
"15","71","62","139"
"15","72","90","229"
"15","73","68","155"
"15","83","50","106"
"15","84","68","157"
"15","86","58","127"
"15","86","59","135"
"15","86","62","139"
"15","86","63","140"
"15","86","42","80"
"15","87","58","118"
"15","88","50","109"
"15","89","50","109"
"15","91","50","112"
"15","93","58","114"
"15","94","58","114"
"15","97","63","142"
"15","97","63","140"
"15","112","90","228"
"15","123","86","216"
"15","131","90","229"
"15","134","115","256"
"16","58","66","153"
"16","66","66","153"
"16","84","42","77"
"16","100","66","153"
"16","123","90","230"
