SOURCE NODE ID,TARGET NODE ID,SCENE ID,DIALOGUE ID
"54","55","89","3"
"54","56","89","3"
"54","59","151","149"
"54","59","275","835"
"54","68","89","133"
"54","84","272","271"
"54","84","272","274"
"54","90","194","197"
"54","90","194","202"
"54","90","194","206"
"54","100","89","132"
"54","101","89","132"
"54","105","272","275"
"54","121","194","229"
"54","126","194","197"
"54","128","272","321"
"55","56","89","3"
"55","147","272","442"
"56","54","89","4"
"56","54","272","319"
"56","86","272","438"
"56","89","89","99"
"57","54","89","4"
"57","56","89","4"
"57","58","89","4"
"57","59","89","45"
"58","54","89","4"
"58","56","89","4"
"59","57","272","338"
"59","63","272","461"
"59","70","272","461"
"59","78","272","280"
"59","83","89","127"
"59","109","272","461"
"59","135","272","338"
"60","56","89","11"
"60","63","89","109"
"60","107","194","159"
"60","108","194","159"
"61","56","89","11"
"61","60","89","11"
"61","82","272","487"
"62","60","151","146"
"62","80","272","417"
"62","102","151","146"
"63","65","89","14"
"63","91","272","408"
"63","111","272","408"
"63","111","272","412"
"63","118","272","361"
"63","136","272","408"
"63","136","272","412"
"64","63","89","14"
"64","65","89","14"
"66","73","89","32"
"66","75","272","358"
"66","139","272","358"
"67","68","89","18"
"68","54","194","217"
"68","54","272","831"
"68","80","194","223"
"68","139","272","378"
"68","140","272","378"
"69","57","89","50"
"69","78","89","48"
"69","78","89","64"
"69","80","89","50"
"69","80","89","64"
"69","83","89","64"
"69","84","89","64"
"70","63","272","461"
"73","66","272","358"
"73","75","272","358"
"73","139","272","358"
"74","69","89","41"
"75","139","272","358"
"77","69","89","41"
"77","74","89","41"
"78","57","89","50"
"78","69","89","50"
"78","79","89","50"
"78","80","89","50"
"79","57","89","50"
"79","68","89","103"
"79","68","194","223"
"79","69","89","50"
"79","69","89","64"
"79","78","89","64"
"79","80","89","50"
"79","80","89","64"
"79","80","89","75"
"79","80","89","82"
"79","80","194","223"
"79","83","89","64"
"79","84","89","64"
"79","87","89","87"
"79","87","272","630"
"79","97","272","524"
"80","56","272","438"
"80","57","89","50"
"80","68","89","103"
"80","70","89","98"
"80","78","89","64"
"80","79","89","103"
"80","83","89","64"
"80","86","272","438"
"82","116","272","479"
"83","59","272","466"
"83","78","89","64"
"84","68","194","223"
"84","78","89","64"
"84","78","89","77"
"84","79","89","82"
"84","79","194","223"
"84","80","89","64"
"84","80","89","82"
"84","80","194","223"
"84","83","89","64"
"84","112","272","640"
"84","121","272","640"
"86","68","272","426"
"86","79","89","82"
"86","80","89","82"
"86","84","89","82"
"86","106","151","151"
"86","116","272","407"
"87","79","272","376"
"87","140","272","428"
"88","70","89","98"
"88","80","89","98"
"89","98","89","121"
"90","54","194","225"
"90","62","89","100"
"90","89","89","102"
"90","91","89","100"
"91","62","89","100"
"91","111","272","408"
"91","136","272","408"
"92","60","89","109"
"92","63","89","109"
"92","109","194","160"
"92","110","194","160"
"92","113","194","162"
"93","60","89","109"
"93","63","89","109"
"93","92","89","109"
"96","101","89","137"
"97","89","89","121"
"97","98","89","121"
"100","101","89","132"
"101","54","89","131"
"101","80","180","155"
"102","60","151","146"
"102","74","89","141"
"102","92","194","162"
"102","96","89","137"
"102","101","89","137"
"102","108","194","162"
"102","111","194","162"
"102","112","194","162"
"102","113","194","162"
"104","54","272","320"
"104","103","89","138"
"107","108","194","159"
"108","92","194","162"
"108","111","194","162"
"108","112","194","162"
"108","113","194","162"
"109","63","272","382"
"109","63","272","461"
"109","70","272","461"
"109","83","272","346"
"109","110","194","160"
"111","92","194","162"
"111","112","194","162"
"111","113","194","162"
"111","133","272","331"
"111","136","272","302"
"111","136","272","331"
"111","136","272","412"
"111","136","272","470"
"112","92","194","162"
"112","113","194","162"
"112","121","272","640"
"119","115","194","239"
"120","92","194","174"
"121","92","194","174"
"121","120","194","174"
"124","54","194","197"
"124","90","194","197"
"124","126","194","197"
"126","90","194","197"
"127","54","194","197"
"127","90","194","197"
"127","124","194","197"
"127","126","194","197"
"130","57","272","505"
"133","136","272","331"
"135","57","272","338"
"135","133","272","336"
"136","111","272","299"
"136","111","272","408"
"136","111","272","499"
"137","91","272","344"
"140","68","272","426"
"140","86","272","426"
"140","139","272","378"
"141","63","272","361"
"141","118","272","361"
"143","139","272","392"
"146","86","272","431"
