SOURCE NODE ID,TARGET NODE ID,SCENE ID,DIALOGUE ID
"53","57","50","251"
"53","59","144","881"
"53","61","144","881"
"53","64","144","881"
"53","68","132","800"
"53","70","55","490"
"53","70","144","857"
"53","72","132","822"
"53","88","132","721"
"53","108","112","703"
"53","131","50","251"
"53","157","112","703"
"54","52","3","7"
"54","55","5","19"
"54","56","5","8"
"54","66","5","19"
"54","69","5","19"
"54","76","5","19"
"55","53","50","333"
"55","54","5","8"
"55","54","50","331"
"55","56","5","8"
"55","56","50","331"
"55","56","77","560"
"55","57","5","8"
"55","65","132","755"
"55","65","132","784"
"55","66","132","759"
"55","68","132","759"
"55","69","5","19"
"55","71","5","13"
"55","76","5","19"
"55","78","5","25"
"55","85","132","768"
"55","88","77","562"
"55","102","50","325"
"55","108","50","333"
"55","120","132","786"
"55","128","132","755"
"55","129","50","311"
"55","133","50","311"
"55","135","50","325"
"55","138","50","311"
"55","143","132","759"
"55","145","50","332"
"55","152","77","562"
"55","172","132","784"
"56","54","5","18"
"56","54","50","331"
"56","65","132","717"
"56","65","132","749"
"56","68","5","17"
"56","69","5","11"
"56","79","77","570"
"56","106","77","570"
"56","117","132","749"
"56","119","132","749"
"56","126","50","334"
"56","128","132","717"
"56","146","50","334"
"56","147","50","334"
"56","147","112","702"
"56","148","50","334"
"56","148","112","702"
"57","54","5","8"
"57","54","132","760"
"57","55","132","785"
"57","56","5","8"
"57","56","50","334"
"57","65","132","760"
"57","65","132","785"
"57","68","50","421"
"57","79","37","126"
"57","79","59","509"
"57","79","100","684"
"57","80","37","126"
"57","85","37","126"
"57","85","144","867"
"57","97","133","823"
"57","98","100","684"
"57","100","50","391"
"57","107","50","394"
"57","113","37","112"
"57","126","50","334"
"57","127","133","823"
"57","128","132","760"
"57","128","144","867"
"57","146","50","334"
"57","147","50","334"
"57","148","50","334"
"57","169","100","684"
"58","59","5","9"
"58","60","5","9"
"58","61","5","9"
"58","62","5","9"
"58","96","59","508"
"59","53","55","490"
"59","55","132","779"
"59","55","132","785"
"59","57","132","785"
"59","60","5","9"
"59","63","132","798"
"59","64","144","881"
"59","65","132","785"
"59","66","132","774"
"59","67","50","324"
"59","70","37","42"
"59","70","55","490"
"59","70","132","798"
"59","73","5","16"
"59","76","50","329"
"59","85","132","774"
"59","94","37","53"
"59","107","55","490"
"59","123","55","490"
"59","136","132","781"
"60","71","50","348"
"60","72","37","167"
"60","97","37","167"
"61","55","132","779"
"61","59","5","9"
"61","59","5","16"
"61","59","37","197"
"61","59","132","725"
"61","59","132","752"
"61","59","132","779"
"61","59","144","881"
"61","60","5","9"
"61","62","5","9"
"61","64","144","881"
"61","65","132","725"
"61","66","5","16"
"61","67","132","725"
"61","72","50","288"
"61","73","5","16"
"61","73","132","752"
"61","74","5","16"
"61","100","50","249"
"61","100","50","351"
"61","122","50","288"
"61","134","50","277"
"61","136","50","351"
"61","138","50","351"
"62","59","5","9"
"62","60","5","9"
"62","63","50","439"
"62","136","60","526"
"62","137","50","367"
"62","153","50","366"
"63","64","5","10"
"63","66","37","210"
"63","70","132","798"
"63","71","37","47"
"63","96","37","210"
"63","127","133","825"
"64","53","112","703"
"64","68","37","193"
"64","72","50","428"
"64","108","112","703"
"64","157","112","703"
"65","54","132","760"
"65","55","132","785"
"65","59","132","725"
"65","63","5","10"
"65","64","5","10"
"65","66","5","10"
"65","79","37","117"
"65","91","37","46"
"65","117","132","722"
"65","128","132","717"
"65","128","132","722"
"65","128","132","760"
"65","172","132","784"
"66","55","5","19"
"66","59","5","16"
"66","63","5","10"
"66","64","5","10"
"66","68","132","759"
"66","69","5","19"
"66","73","5","16"
"66","74","5","16"
"66","76","5","19"
"66","96","37","210"
"66","143","132","759"
"67","59","132","725"
"67","63","5","10"
"67","64","5","10"
"67","65","5","10"
"67","65","132","725"
"67","66","5","10"
"67","68","5","10"
"68","63","5","10"
"68","64","5","10"
"68","64","37","194"
"68","64","50","349"
"68","65","5","10"
"68","66","5","10"
"68","70","50","280"
"68","98","50","349"
"68","122","50","283"
"68","122","132","805"
"68","135","50","280"
"68","153","50","432"
"68","157","50","432"
"69","119","37","201"
"70","55","5","25"
"70","59","77","581"
"70","59","132","774"
"70","63","50","401"
"70","63","133","825"
"70","66","37","227"
"70","66","132","774"
"70","71","37","78"
"70","77","133","827"
"70","78","5","25"
"70","78","50","399"
"70","79","37","78"
"70","79","37","227"
"70","79","50","267"
"70","79","55","498"
"70","79","77","566"
"70","79","77","591"
"70","79","77","594"
"70","79","77","606"
"70","79","132","718"
"70","80","132","718"
"70","81","26","30"
"70","81","50","399"
"70","82","26","30"
"70","83","50","310"
"70","85","132","774"
"70","85","132","791"
"70","88","144","856"
"70","92","50","401"
"70","92","55","492"
"70","100","50","248"
"70","105","37","78"
"70","106","37","78"
"70","119","55","492"
"70","122","50","282"
"70","127","37","227"
"70","127","133","825"
"70","129","37","240"
"70","133","50","310"
"70","133","132","720"
"70","133","133","827"
"70","137","59","502"
"70","140","55","498"
"70","149","50","340"
"70","149","77","606"
"70","150","50","356"
"71","54","5","19"
"71","55","5","19"
"71","56","5","17"
"71","66","5","19"
"71","68","5","17"
"71","69","5","19"
"71","76","5","19"
"71","106","37","78"
"72","54","5","18"
"72","56","5","18"
"72","57","37","171"
"72","59","5","14"
"72","70","50","363"
"72","70","77","620"
"72","70","79","625"
"72","70","138","834"
"72","70","144","863"
"72","78","132","748"
"72","79","77","602"
"72","79","144","864"
"72","79","148","884"
"72","82","144","860"
"72","97","37","167"
"72","98","37","58"
"72","98","79","624"
"72","99","37","58"
"72","100","37","58"
"72","114","37","165"
"72","119","144","863"
"72","131","141","843"
"73","59","132","752"
"74","57","50","421"
"74","59","5","16"
"74","59","37","53"
"74","68","50","421"
"74","73","5","16"
"74","94","37","53"
"74","106","37","72"
"74","139","50","353"
"74","144","50","327"
"75","59","5","16"
"75","61","5","16"
"75","66","5","16"
"75","73","5","16"
"75","74","5","16"
"76","69","5","19"
"77","54","5","22"
"77","63","37","210"
"77","66","37","210"
"77","96","37","210"
"78","55","132","768"
"78","59","37","71"
"78","59","51","469"
"78","59","77","581"
"78","59","132","741"
"78","70","77","581"
"78","79","51","469"
"78","81","50","399"
"78","85","132","768"
"78","90","37","71"
"78","92","132","768"
"78","98","77","582"
"78","100","132","741"
"78","107","132","768"
"78","149","77","582"
"79","57","133","823"
"79","59","37","42"
"79","59","37","69"
"79","59","51","469"
"79","60","37","57"
"79","63","37","47"
"79","66","37","227"
"79","68","50","423"
"79","70","37","42"
"79","70","50","252"
"79","70","50","344"
"79","70","59","502"
"79","70","59","511"
"79","70","132","750"
"79","71","37","47"
"79","71","37","78"
"79","72","50","435"
"79","80","26","34"
"79","80","50","447"
"79","80","51","473"
"79","80","132","718"
"79","80","144","870"
"79","96","37","131"
"79","97","133","823"
"79","98","86","643"
"79","98","100","688"
"79","100","50","344"
"79","100","86","640"
"79","102","37","63"
"79","106","37","78"
"79","106","37","213"
"79","114","50","440"
"79","115","37","125"
"79","116","37","125"
"79","125","37","225"
"79","127","132","746"
"79","127","132","750"
"79","127","133","823"
"79","131","86","640"
"79","137","59","502"
"79","140","55","498"
"79","153","50","440"
"79","167","86","640"
"80","66","37","227"
"80","70","37","227"
"80","79","5","26"
"80","79","37","126"
"80","79","37","227"
"80","79","51","467"
"80","79","144","862"
"80","126","37","227"
"80","127","37","227"
"82","59","37","39"
"82","81","26","30"
"82","81","60","519"
"82","83","37","89"
"82","83","37","90"
"83","70","26","30"
"83","72","144","860"
"83","81","26","30"
"83","82","26","30"
"83","82","51","474"
"83","82","144","860"
"83","133","50","310"
"84","59","26","33"
"84","66","132","789"
"84","85","26","33"
"84","101","132","789"
"84","146","132","789"
"84","173","132","789"
"85","57","37","216"
"85","57","50","320"
"85","59","26","33"
"85","66","132","774"
"85","70","50","379"
"85","79","37","126"
"85","79","50","440"
"85","80","37","126"
"85","98","37","216"
"85","99","37","105"
"85","114","50","440"
"85","152","50","410"
"85","153","50","440"
"86","59","26","33"
"86","84","26","33"
"86","85","26","33"
"86","106","90","662"
"87","56","132","716"
"87","59","37","87"
"87","79","26","34"
"87","80","26","34"
"87","117","132","737"
"88","59","132","741"
"88","66","50","358"
"88","70","37","37"
"88","78","132","741"
"88","87","132","737"
"88","100","132","741"
"88","114","50","358"
"88","117","132","737"
"88","119","132","737"
"89","59","37","39"
"89","72","132","756"
"89","82","37","39"
"89","98","37","82"
"90","55","132","785"
"90","56","77","571"
"90","57","132","785"
"90","59","37","71"
"90","59","132","785"
"90","65","132","785"
"90","79","51","467"
"90","80","51","467"
"90","88","37","40"
"90","163","77","546"
"92","55","132","768"
"92","57","50","278"
"92","61","50","285"
"92","63","50","401"
"92","85","132","768"
"92","113","50","285"
"92","119","55","492"
"92","126","50","338"
"94","79","37","135"
"94","79","37","213"
"94","105","37","213"
"94","106","37","213"
"95","63","50","401"
"95","70","50","401"
