"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"54","father","[89,194,151,272,274,275,273,82]","[132,133,131,130,129,188,149,232,229,230,231,220,217,226,228,227,225,203,202,216,206,205,204,195,191,190,197,321,674,675,295,318,319,320,272,273,271,275,274,250,834,835,836,832,833,830,831,4,5,1,2,3]"
"55","finished","[272,89]","[442,647,828,3]"
"56","life","[272,89]","[400,99,438,139,530,319,607,11,4,3]"
"57","han","[272,194,89]","[365,338,505,453,246,581,541,557,305,611,251,804,828,789,45,50,4,9]"
"58","space","[89]","[4]"
"59","chewie","[89,272,151,180,219,275]","[127,384,338,461,466,149,154,588,578,560,541,540,655,296,298,280,293,291,257,723,721,751,744,743,757,695,798,799,806,803,823,793,835,45,43,8]"
"60","general","[89,194,151]","[109,165,159,161,146,11,15,19]"
"61","place","[272,89]","[348,487,11]"
"62","skywalker","[272,89,151]","[417,100,76,421,146,730,736,731,679,710,701,712,760,58,12,65]"
"63","ship","[272,89,194]","[408,412,382,362,109,361,172,455,461,237,530,513,514,647,332,607,595,596,732,711,14]"
"64","screen","[151,89]","[144,71,14]"
"65","difficult","[272,89]","[389,570,14]"
"66","head","[272,194,89]","[358,242,564,613,622,17,32]"
"67","easy","[89,272]","[118,635,799,762,18]"
"68","good","[89,272,194,251]","[133,378,110,103,101,481,180,176,426,590,562,223,217,208,328,652,313,312,606,269,732,687,680,689,706,712,814,831,40,18]"
"69","princess","[89,194,272,274]","[120,250,724,732,834,41,48,50,64,22]"
"70","thought","[89,272]","[98,461,590,577,610,594,762,775,25]"
"71","bounty","[272,89]","[491,730,755,684,699,832,26]"
"72","talking","[89,272]","[31,771]"
"73","shakes","[272,89]","[358,613,32]"
"74","supposed","[89,272]","[141,770,33,41]"
"75","great","[272,89]","[415,358,357,423,647,281,35]"
"76","wookiee","[89,272]","[39,682,752,732]"
"77","chamber","[89,272]","[41,730]"
"78","leia","[272,89,194]","[388,77,460,244,563,315,637,624,280,599,598,682,695,802,774,787,788,48,50,64]"
"79","master","[272,89,194]","[418,414,103,375,376,87,82,424,223,524,630,50,64,75]"
"80","luke","[272,89,180,194,251]","[417,123,115,103,98,89,82,83,75,155,438,223,192,198,641,633,621,269,735,702,798,819,825,785,789,791,830,50,64]"
"81","officer","[89]","[55]"
"82","dark","[272,89]","[487,478,479,641,628,779,60]"
"83","lets","[89,272,194,219]","[127,346,500,177,466,264,803,801,64]"
"84","artoo","[272,89,194,251]","[381,380,104,368,370,82,81,77,223,322,323,324,325,326,327,329,640,271,274,270,268,755,754,767,772,828,64,74]"
"85","speeders","[89,151]","[66,147,124]"
"86","time","[272,89,194,151]","[407,345,90,82,468,172,168,438,426,151,431,578,218,540,628,724,688]"
"87","yoda","[272,89]","[376,97,87,347,425,428,427,437,530,630,626]"
"88","inside","[89,272]","[98,487,463,478,479,481,535,641,628,779]"
"89","base","[194,89]","[240,99,102,121]"
"90","rogue","[89,194]","[102,100,226,225,203,202,206,205,197]"
"91","captain","[272,89,194,219]","[408,136,100,344,168,540,534,518,516,513,260,753,679,714]"
"92","energy","[89,194,272]","[109,174,170,172,162,160,530]"
"93","rieekan","[89]","[109]"
"94","laser","[89,272]","[111,294]"
"95","passage","[89]","[112]"
"96","report","[89]","[117,137]"
"97","moving","[89,272]","[121,524,511]"
"98","east","[272,89]","[750,121]"
"99","metal","[89]","[122]"
"100","imperial","[272,194,89]","[768,189,545,240,188,126,132]"
"101","droid","[89,180,272]","[137,131,132,155,664]"
"102","hoth","[89,194,151]","[137,162,141,146]"
"103","galaxy","[272,89]","[785,777,607,535,138]"
"104","droids","[89,272]","[138,320]"
"105","control","[194,151,272]","[181,147,564,198,275,628,768]"
"106","equipment","[151]","[151]"
"107","star","[272,194]","[494,509,173,159,278,805]"
"108","fleet","[194,272]","[167,170,162,159,539,541]"
"109","power","[272,194]","[382,385,404,346,507,178,461,160,201,334,249,247,770,777,779]"
"110","hold","[272,194]","[753,737,219,160]"
"111","field","[272,194]","[408,412,499,470,162,331,299,302]"
"112","moves","[272,194]","[412,373,162,544,640,737]"
"113","area","[272,194]","[517,535,162]"
"114","ozzel","[194]","[163]"
"115","troops","[194,272]","[170,165,239,243,240,224,768]"
"116","vader","[272,194]","[409,407,498,171,167,479,535,201,517,516,678,642,639,633,635,682,700,695,711,703,713,794,824]"
"117","piett","[194]","[170,168]"
"118","land","[272,194]","[361,170,586,579,530,712]"
"119","fighters","[194]","[173,239]"
"120","past","[194,272,219]","[174,562,262]"
